"","PSID","Gene","Module"
"HMOX1","HMOX1","HMOX1","grey"
"A4GALT","A4GALT","A4GALT","green"
"SPRY4","SPRY4","SPRY4","red"
"ANXA3","ANXA3","ANXA3","blue"
"ANXA2","ANXA2","ANXA2","greenyellow"
"PLA2G5","PLA2G5","PLA2G5","turquoise"
"KCNC3","KCNC3","KCNC3","grey"
"BCL3","BCL3","BCL3","green"
"APOC1","APOC1","APOC1","grey"
"KRT19","KRT19","KRT19","greenyellow"
"HLA-DQB1","HLA-DQB1","HLA-DQB1","grey"
"GAPDH","GAPDH","GAPDH","turquoise"
"ADAM33","ADAM33","ADAM33","green"
"ZFP36","ZFP36","ZFP36","grey"
"TLR2","TLR2","TLR2","black"
"HYAL2","HYAL2","HYAL2","blue"
"CYBB","CYBB","CYBB","black"
"DIO2","DIO2","DIO2","turquoise"
"LCP1","LCP1","LCP1","black"
"AHSA2","AHSA2","AHSA2","grey"
"IL3RA","IL3RA","IL3RA","brown"
"CITED2","CITED2","CITED2","red"
"COL8A2","COL8A2","COL8A2","black"
"SPIRE1","SPIRE1","SPIRE1","grey"
"SV2C","SV2C","SV2C","grey"
"WISP2","WISP2","WISP2","grey"
"MOBP","MOBP","MOBP","grey"
"H1F0","H1F0","H1F0","grey"
"RGS18","RGS18","RGS18","black"
"RGS10","RGS10","RGS10","black"
"DNAJB6","DNAJB6","DNAJB6","purple"
"HSD11B1","HSD11B1","HSD11B1","grey"
"HSPH1","HSPH1","HSPH1","purple"
"IL17RB","IL17RB","IL17RB","green"
"CLEC2B","CLEC2B","CLEC2B","blue"
"NFKBIA","NFKBIA","NFKBIA","brown"
"TINAGL1","TINAGL1","TINAGL1","brown"
"CD69","CD69","CD69","grey"
"ACRC","ACRC","ACRC","purple"
"KLRG1","KLRG1","KLRG1","yellow"
"ANXA2P1","ANXA2P1","ANXA2P1","greenyellow"
"SERPINA6","SERPINA6","SERPINA6","grey"
"TREM2","TREM2","TREM2","black"
"GAD1","GAD1","GAD1","turquoise"
"PRR12","PRR12","PRR12","yellow"
"OR7E91P","OR7E91P","OR7E91P","turquoise"
"TMEM144","TMEM144","TMEM144","grey"
"CBLN1","CBLN1","CBLN1","turquoise"
"CORT","CORT","CORT","turquoise"
"CD14","CD14","CD14","black"
"VASN","VASN","VASN","grey"
"RARA","RARA","RARA","yellow"
"IFI30","IFI30","IFI30","black"
"KRT18","KRT18","KRT18","grey"
"LMO3","LMO3","LMO3","turquoise"
"DLL1","DLL1","DLL1","grey"
"DUSP2","DUSP2","DUSP2","turquoise"
"PLSCR1","PLSCR1","PLSCR1","blue"
"CRB2","CRB2","CRB2","brown"
"FN1","FN1","FN1","blue"
"CASP6","CASP6","CASP6","green"
"IFITM2","IFITM2","IFITM2","blue"
"ARRDC2","ARRDC2","ARRDC2","green"
"PDE4DIP","PDE4DIP","PDE4DIP","green"
"EDIL3","EDIL3","EDIL3","grey"
"DCN","DCN","DCN","greenyellow"
"HSPA12A","HSPA12A","HSPA12A","grey"
"DLG4","DLG4","DLG4","grey"
"SCN3B","SCN3B","SCN3B","turquoise"
"BIRC5","BIRC5","BIRC5","grey"
"CYBRD1","CYBRD1","CYBRD1","blue"
"MUC4","MUC4","MUC4","grey"
"GLUL","GLUL","GLUL","blue"
"RAB5C","RAB5C","RAB5C","grey"
"C1orf64","C1orf64","C1orf64","blue"
"SPTBN1","SPTBN1","SPTBN1","grey"
"TUBB6","TUBB6","TUBB6","blue"
"TBXAS1","TBXAS1","TBXAS1","black"
"EFHD1","EFHD1","EFHD1","brown"
"SUSD3","SUSD3","SUSD3","black"
"MX2","MX2","MX2","grey"
"CCR5","CCR5","CCR5","black"
"C10orf54","C10orf54","C10orf54","brown"
"ITPKB","ITPKB","ITPKB","green"
"C10orf116","C10orf116","C10orf116","blue"
"JUN","JUN","JUN","grey"
"RHBDF2","RHBDF2","RHBDF2","black"
"TNFRSF8","TNFRSF8","TNFRSF8","grey"
"FAM89A","FAM89A","FAM89A","green"
"CXCL5","CXCL5","CXCL5","grey"
"DMBT1","DMBT1","DMBT1","grey"
"CHGB","CHGB","CHGB","turquoise"
"GPSM3","GPSM3","GPSM3","black"
"PGAM2","PGAM2","PGAM2","grey"
"TRIO","TRIO","TRIO","brown"
"FOLH1","FOLH1","FOLH1","turquoise"
"AGXT2L1","AGXT2L1","AGXT2L1","grey"
"PEG10","PEG10","PEG10","grey"
"DUSP6","DUSP6","DUSP6","turquoise"
"NPNT","NPNT","NPNT","grey"
"FGFRL1","FGFRL1","FGFRL1","brown"
"ZNF576","ZNF576","ZNF576","grey"
"FAM101A","FAM101A","FAM101A","grey"
"RSAD2","RSAD2","RSAD2","grey"
"POMZP3","POMZP3","POMZP3","grey"
"CTSC","CTSC","CTSC","black"
"TP53INP2","TP53INP2","TP53INP2","grey"
"COLEC12","COLEC12","COLEC12","grey"
"SLC1A3","SLC1A3","SLC1A3","green"
"ATCAY","ATCAY","ATCAY","turquoise"
"JUP","JUP","JUP","green"
"HIST1H3D","HIST1H3D","HIST1H3D","brown"
"B2M","B2M","B2M","grey"
"FCER1G","FCER1G","FCER1G","black"
"TCF7","TCF7","TCF7","brown"
"CLDN11","CLDN11","CLDN11","grey"
"HCN1","HCN1","HCN1","grey"
"STAB1","STAB1","STAB1","black"
"C1QTNF3","C1QTNF3","C1QTNF3","grey"
"GJB6","GJB6","GJB6","grey"
"HLA-C","HLA-C","HLA-C","grey"
"C20orf141","C20orf141","C20orf141","blue"
"USP31","USP31","USP31","grey"
"TFPI","TFPI","TFPI","greenyellow"
"TPM2","TPM2","TPM2","green"
"TPD52L1","TPD52L1","TPD52L1","green"
"EPN3","EPN3","EPN3","grey"
"WNT6","WNT6","WNT6","greenyellow"
"LAMB3","LAMB3","LAMB3","grey"
"NCALD","NCALD","NCALD","turquoise"
"LRRC32","LRRC32","LRRC32","blue"
"PLTP","PLTP","PLTP","blue"
"PI16","PI16","PI16","green"
"TNFRSF12A","TNFRSF12A","TNFRSF12A","grey"
"FOLR2","FOLR2","FOLR2","black"
"KIAA1370","KIAA1370","KIAA1370","grey"
"PHLDA2","PHLDA2","PHLDA2","grey"
"ACSL5","ACSL5","ACSL5","blue"
"ISG20","ISG20","ISG20","grey"
"PLAT","PLAT","PLAT","grey"
"KCNQ3","KCNQ3","KCNQ3","grey"
"HAPLN2","HAPLN2","HAPLN2","blue"
"SNED1","SNED1","SNED1","blue"
"VWF","VWF","VWF","blue"
"SPSB2","SPSB2","SPSB2","grey"
"UBC","UBC","UBC","turquoise"
"PER2","PER2","PER2","turquoise"
"SLC2A5","SLC2A5","SLC2A5","black"
"FGF12","FGF12","FGF12","turquoise"
"KIAA1609","KIAA1609","KIAA1609","grey"
"SOX18","SOX18","SOX18","grey"
"OCLN","OCLN","OCLN","grey"
"C1orf162","C1orf162","C1orf162","black"
"GALNTL2","GALNTL2","GALNTL2","blue"
"C12orf34","C12orf34","C12orf34","yellow"
"PPM1J","PPM1J","PPM1J","grey"
"GPR146","GPR146","GPR146","green"
"CIRBP","CIRBP","CIRBP","turquoise"
"SDC4","SDC4","SDC4","grey"
"MET","MET","MET","grey"
"PPP1R3C","PPP1R3C","PPP1R3C","grey"
"HVCN1","HVCN1","HVCN1","green"
"SLC10A4","SLC10A4","SLC10A4","turquoise"
"RGPD2","RGPD2","RGPD2","grey"
"ECHDC3","ECHDC3","ECHDC3","green"
"C3","C3","C3","black"
"CH25H","CH25H","CH25H","grey"
"IL21R","IL21R","IL21R","grey"
"QRSL1","QRSL1","QRSL1","grey"
"CCND1","CCND1","CCND1","greenyellow"
"FBLN1","FBLN1","FBLN1","greenyellow"
"UBE2G1","UBE2G1","UBE2G1","grey"
"MYCT1","MYCT1","MYCT1","brown"
"HSP90AA1","HSP90AA1","HSP90AA1","purple"
"ID1","ID1","ID1","grey"
"PRKACB","PRKACB","PRKACB","turquoise"
"UHMK1","UHMK1","UHMK1","grey"
"MDGA1","MDGA1","MDGA1","yellow"
"IL10","IL10","IL10","grey"
"LY86","LY86","LY86","black"
"TFF1","TFF1","TFF1","grey"
"LRP4","LRP4","LRP4","green"
"CA4","CA4","CA4","turquoise"
"GLDN","GLDN","GLDN","turquoise"
"ST8SIA3","ST8SIA3","ST8SIA3","turquoise"
"SEMA3G","SEMA3G","SEMA3G","turquoise"
"TNNT1","TNNT1","TNNT1","grey"
"KIF1C","KIF1C","KIF1C","brown"
"THBS2","THBS2","THBS2","grey"
"RORA","RORA","RORA","grey"
"INHBA","INHBA","INHBA","grey"
"NR4A1","NR4A1","NR4A1","grey"
"KHDRBS2","KHDRBS2","KHDRBS2","turquoise"
"SPARCL1","SPARCL1","SPARCL1","grey"
"EVI2A","EVI2A","EVI2A","grey"
"NNMT","NNMT","NNMT","grey"
"CRLF1","CRLF1","CRLF1","grey"
"HAVCR2","HAVCR2","HAVCR2","black"
"ERBB4","ERBB4","ERBB4","grey"
"SCN2B","SCN2B","SCN2B","grey"
"ANKRD2","ANKRD2","ANKRD2","grey"
"APCDD1","APCDD1","APCDD1","blue"
"PDPN","PDPN","PDPN","grey"
"C12orf39","C12orf39","C12orf39","grey"
"RTN1","RTN1","RTN1","turquoise"
"DFNB31","DFNB31","DFNB31","brown"
"EPHX1","EPHX1","EPHX1","brown"
"PI4K2B","PI4K2B","PI4K2B","grey"
"TYMS","TYMS","TYMS","grey"
"RASSF8","RASSF8","RASSF8","green"
"OR2H1","OR2H1","OR2H1","grey"
"SEMA4C","SEMA4C","SEMA4C","grey"
"GRRP1","GRRP1","GRRP1","grey"
"ARID5A","ARID5A","ARID5A","brown"
"CD300A","CD300A","CD300A","black"
"FYB","FYB","FYB","black"
"DAB2","DAB2","DAB2","greenyellow"
"IGFBP2","IGFBP2","IGFBP2","greenyellow"
"AKR1C3","AKR1C3","AKR1C3","green"
"PMP2","PMP2","PMP2","grey"
"SLC2A14","SLC2A14","SLC2A14","grey"
"PVRL3","PVRL3","PVRL3","turquoise"
"CDK5R2","CDK5R2","CDK5R2","turquoise"
"KRTAP1-3","KRTAP1-3","KRTAP1-3","grey"
"FKBP10","FKBP10","FKBP10","grey"
"BTG2","BTG2","BTG2","grey"
"PPP1R1B","PPP1R1B","PPP1R1B","green"
"CLDN5","CLDN5","CLDN5","blue"
"IFI16","IFI16","IFI16","blue"
"PDE6B","PDE6B","PDE6B","grey"
"PLSCR4","PLSCR4","PLSCR4","blue"
"PKP3","PKP3","PKP3","turquoise"
"SLC38A2","SLC38A2","SLC38A2","green"
"MRO","MRO","MRO","grey"
"TFF3","TFF3","TFF3","grey"
"ZNF652","ZNF652","ZNF652","grey"
"TNFSF10","TNFSF10","TNFSF10","grey"
"KCNJ16","KCNJ16","KCNJ16","grey"
"LTBR","LTBR","LTBR","brown"
"FGF2","FGF2","FGF2","blue"
"RAB3IP","RAB3IP","RAB3IP","grey"
"RGS2","RGS2","RGS2","purple"
"PAPLN","PAPLN","PAPLN","grey"
"LNPEP","LNPEP","LNPEP","grey"
"PDGFB","PDGFB","PDGFB","grey"
"EMILIN2","EMILIN2","EMILIN2","blue"
"RGMB","RGMB","RGMB","grey"
"KCNIP3","KCNIP3","KCNIP3","turquoise"
"PCP4L1","PCP4L1","PCP4L1","turquoise"
"CA14","CA14","CA14","turquoise"
"CA2","CA2","CA2","grey"
"KCNK5","KCNK5","KCNK5","grey"
"FLT1","FLT1","FLT1","blue"
"ISLR","ISLR","ISLR","greenyellow"
"HIPK2","HIPK2","HIPK2","grey"
"NRN1","NRN1","NRN1","turquoise"
"TTC12","TTC12","TTC12","grey"
"LIX1","LIX1","LIX1","grey"
"C16orf48","C16orf48","C16orf48","grey"
"ITGB2","ITGB2","ITGB2","black"
"CACNB1","CACNB1","CACNB1","turquoise"
"AQP4","AQP4","AQP4","green"
"PTPRC","PTPRC","PTPRC","black"
"THOC3","THOC3","THOC3","grey"
"CXCL14","CXCL14","CXCL14","turquoise"
"ZFP36L1","ZFP36L1","ZFP36L1","green"
"APLP1","APLP1","APLP1","yellow"
"ELF2","ELF2","ELF2","grey"
"CSRP1","CSRP1","CSRP1","green"
"HOOK2","HOOK2","HOOK2","yellow"
"ANGPT1","ANGPT1","ANGPT1","greenyellow"
"ELOVL7","ELOVL7","ELOVL7","blue"
"SCG3","SCG3","SCG3","turquoise"
"RERG","RERG","RERG","grey"
"BCL6","BCL6","BCL6","green"
"IL13RA2","IL13RA2","IL13RA2","turquoise"
"MYC","MYC","MYC","grey"
"SMOC2","SMOC2","SMOC2","grey"
"FAM55C","FAM55C","FAM55C","grey"
"RNASE4","RNASE4","RNASE4","blue"
"NOTCH2NL","NOTCH2NL","NOTCH2NL","grey"
"TPBG","TPBG","TPBG","turquoise"
"SLC44A3","SLC44A3","SLC44A3","green"
"TMBIM1","TMBIM1","TMBIM1","blue"
"SOD3","SOD3","SOD3","blue"
"MRAS","MRAS","MRAS","brown"
"NELF","NELF","NELF","grey"
"NRIP2","NRIP2","NRIP2","brown"
"MYL5","MYL5","MYL5","turquoise"
"IFI44L","IFI44L","IFI44L","grey"
"VAV3","VAV3","VAV3","grey"
"RFX4","RFX4","RFX4","green"
"ITM2A","ITM2A","ITM2A","grey"
"GRIA1","GRIA1","GRIA1","turquoise"
"MUSTN1","MUSTN1","MUSTN1","grey"
"KPNB1","KPNB1","KPNB1","grey"
"LPHN1","LPHN1","LPHN1","yellow"
"DAAM1","DAAM1","DAAM1","grey"
"MARCKS","MARCKS","MARCKS","turquoise"
"CTSH","CTSH","CTSH","grey"
"RGS16","RGS16","RGS16","grey"
"IL1R1","IL1R1","IL1R1","blue"
"VILL","VILL","VILL","grey"
"HES6","HES6","HES6","grey"
"CALM3","CALM3","CALM3","grey"
"PLS3","PLS3","PLS3","grey"
"ACTG1","ACTG1","ACTG1","grey"
"DMGDH","DMGDH","DMGDH","grey"
"LAMA5","LAMA5","LAMA5","grey"
"NRGN","NRGN","NRGN","red"
"GBP5","GBP5","GBP5","grey"
"LRRC1","LRRC1","LRRC1","blue"
"TIMP4","TIMP4","TIMP4","grey"
"ITM2C","ITM2C","ITM2C","grey"
"ATAD3C","ATAD3C","ATAD3C","brown"
"RIT1","RIT1","RIT1","grey"
"MGST1","MGST1","MGST1","green"
"ADAM28","ADAM28","ADAM28","black"
"MRPS6","MRPS6","MRPS6","brown"
"DDC","DDC","DDC","grey"
"GRIK1","GRIK1","GRIK1","turquoise"
"SAMD10","SAMD10","SAMD10","turquoise"
"LYPD1","LYPD1","LYPD1","grey"
"SLA","SLA","SLA","black"
"PLCH2","PLCH2","PLCH2","turquoise"
"TGFB3","TGFB3","TGFB3","grey"
"RASGEF1C","RASGEF1C","RASGEF1C","pink"
"GSTM3","GSTM3","GSTM3","grey"
"SVOP","SVOP","SVOP","turquoise"
"LAMP1","LAMP1","LAMP1","grey"
"MYBPC2","MYBPC2","MYBPC2","turquoise"
"FBXL19","FBXL19","FBXL19","grey"
"CRYZ","CRYZ","CRYZ","grey"
"NAP1L5","NAP1L5","NAP1L5","turquoise"
"PPAP2B","PPAP2B","PPAP2B","blue"
"IFI27","IFI27","IFI27","grey"
"DGKG","DGKG","DGKG","blue"
"STAT6","STAT6","STAT6","grey"
"CEBPB","CEBPB","CEBPB","brown"
"LRRTM1","LRRTM1","LRRTM1","turquoise"
"GRASP","GRASP","GRASP","turquoise"
"OGFRL1","OGFRL1","OGFRL1","brown"
"DBN1","DBN1","DBN1","yellow"
"DNAJA1","DNAJA1","DNAJA1","purple"
"IRF2BP1","IRF2BP1","IRF2BP1","yellow"
"TMBIM4","TMBIM4","TMBIM4","grey"
"ADAMTS2","ADAMTS2","ADAMTS2","grey"
"IL4R","IL4R","IL4R","blue"
"NFKBIZ","NFKBIZ","NFKBIZ","blue"
"UHRF1","UHRF1","UHRF1","green"
"LAT2","LAT2","LAT2","black"
"H6PD","H6PD","H6PD","grey"
"SLIT3","SLIT3","SLIT3","grey"
"NEFL","NEFL","NEFL","turquoise"
"KIF1B","KIF1B","KIF1B","grey"
"CDKN1C","CDKN1C","CDKN1C","green"
"ROCK2","ROCK2","ROCK2","grey"
"LEPREL1","LEPREL1","LEPREL1","brown"
"DUSP9","DUSP9","DUSP9","grey"
"KCNQ1","KCNQ1","KCNQ1","black"
"OSM","OSM","OSM","grey"
"CKS2","CKS2","CKS2","grey"
"CASP1","CASP1","CASP1","blue"
"EMP3","EMP3","EMP3","blue"
"FOXQ1","FOXQ1","FOXQ1","grey"
"LYPD5","LYPD5","LYPD5","grey"
"KLF12","KLF12","KLF12","grey"
"HLA-A","HLA-A","HLA-A","grey"
"TPM3","TPM3","TPM3","turquoise"
"CLCA4","CLCA4","CLCA4","grey"
"SVEP1","SVEP1","SVEP1","grey"
"BMP6","BMP6","BMP6","greenyellow"
"HCN4","HCN4","HCN4","grey"
"S100A2","S100A2","S100A2","grey"
"DNAJB4","DNAJB4","DNAJB4","purple"
"TFEB","TFEB","TFEB","grey"
"PPP1R15A","PPP1R15A","PPP1R15A","grey"
"MDK","MDK","MDK","grey"
"NRXN3","NRXN3","NRXN3","turquoise"
"SLC25A37","SLC25A37","SLC25A37","grey"
"DOCK8","DOCK8","DOCK8","black"
"IL27","IL27","IL27","blue"
"C17orf72","C17orf72","C17orf72","turquoise"
"CD59","CD59","CD59","green"
"SLC7A7","SLC7A7","SLC7A7","black"
"CHST3","CHST3","CHST3","brown"
"ADRA2A","ADRA2A","ADRA2A","turquoise"
"ICAM2","ICAM2","ICAM2","blue"
"RASL12","RASL12","RASL12","green"
"KCNIP1","KCNIP1","KCNIP1","turquoise"
"IER5","IER5","IER5","grey"
"CMTM5","CMTM5","CMTM5","turquoise"
"PCID2","PCID2","PCID2","grey"
"LRRC55","LRRC55","LRRC55","grey"
"CSNK1A1","CSNK1A1","CSNK1A1","grey"
"MORC4","MORC4","MORC4","grey"
"HIST3H2BB","HIST3H2BB","HIST3H2BB","green"
"SLC39A11","SLC39A11","SLC39A11","green"
"SLC2A13","SLC2A13","SLC2A13","grey"
"SCGB3A2","SCGB3A2","SCGB3A2","grey"
"LDLRAP1","LDLRAP1","LDLRAP1","grey"
"PHACTR1","PHACTR1","PHACTR1","grey"
"PLOD3","PLOD3","PLOD3","purple"
