"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"15","Toll Like Receptor 4 (TLR4) Cascade_Homo sapiens_R-HSA-166016","6/122",6.75688306493324e-05,0.00110494911297144,0.000299142671491414,0.00489186251027135,-1.94701282362517,18.6959253901325,"ITGB2;RPS6KA1;LY86;PLCG2;CD14;TLR2"
"16","Fcgamma receptor (FCGR) dependent phagocytosis_Homo sapiens_R-HSA-2029480","6/120",6.16203015353409e-05,0.00107065273917655,0.000274706325224708,0.00477302240077931,-1.80545099098848,17.5029792450567,"LYN;CYFIP1;FCGR3A;SYK;PLCG2;VAV1"
"17","Hemostasis_Homo sapiens_R-HSA-109582","11/552",0.000293803925635069,0.00355119527506735,0.00205018675840386,0.021921227647549,-1.97165257594988,16.0346576632199,"LYN;DOCK11;SLC7A7;FCER1G;SYK;INPP5D;DOCK8;ITGB2;PLCG2;RAC2;VAV1"
"18","RHO GTPases Activate NADPH Oxidases_Homo sapiens_R-HSA-5668599","3/13",4.81976021482396e-05,0.000893262226480707,0.000185978273360129,0.00344679733294106,-1.6045801149089,15.9498493218792,"RAC2;CYBB;CYBA"
"19","Downstream TCR signaling_Homo sapiens_R-HSA-202424","5/99",0.000246924699983142,0.00326881269501493,0.000875147867488591,0.0115852908172299,-1.88703333182311,15.6745048554668,"CD4;HLA-DRB4;INPP5D;HLA-DRB3;HLA-DPA1"
"20","Cytokine Signaling in Immune system_Homo sapiens_R-HSA-1280215","11/620",0.000774472225750191,0.00797419550957604,0.00494202788403578,0.0384634568001115,-2.17342233574044,15.5689387244276,"LYN;CD4;HLA-DRB4;SYK;INPP5D;EBI3;HLA-DRB3;IFI30;VAV1;HAVCR2;HLA-DPA1"
"21","Regulation of signaling by CBL_Homo sapiens_R-HSA-912631","3/18",0.000134709444274714,0.00208051252824281,0.000430491923840708,0.00664870860153983,-1.72202858365412,15.3473909548161,"LYN;SYK;VAV1"
"22","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers_Homo sapiens_R-HSA-983695","4/47",0.000142877232847473,0.00209051951218934,0.000472483598535307,0.00689316239823187,-1.72036341722805,15.2312801931914,"LYN;SYK;PLCG2;VAV1"
"23","Cell surface interactions at the vascular wall_Homo sapiens_R-HSA-202733","5/101",0.000271023660004883,0.00342475352187989,0.000953829654640426,0.0120529383631836,-1.77234267448602,14.5567899479948,"LYN;SLC7A7;FCER1G;INPP5D;ITGB2"
"24","Other semaphorin interactions_Homo sapiens_R-HSA-416700","3/19",0.000159309860038668,0.00221440705453749,0.000495910963901573,0.00689316239823187,-1.61406227003542,14.1144248775936,"TYROBP;PTPRC;TREM2"
"25","Synthesis of IP3 and IP4 in the cytosol_Homo sapiens_R-HSA-1855204","3/25",0.000368911159370774,0.00427322092937813,0.00102295660526171,0.0123644320114242,-1.77299146638163,14.0154172313041,"INPP5D;PLCG2;PLCB2"
"26","FCERI mediated Ca+2 mobilization_Homo sapiens_R-HSA-2871809","4/62",0.00041870159076404,0.00465596168929612,0.00125711991777018,0.0145616390475046,-1.75854295030691,13.6785662252306,"LYN;SYK;PLCG2;VAV1"
"27","Semaphorin interactions_Homo sapiens_R-HSA-373755","4/67",0.000562970440690668,0.00601945317353868,0.0016499146425285,0.018347050824917,-1.67015850384108,12.4965993061403,"TYROBP;PTPRC;RAC2;TREM2"
"28","G alpha (i) signalling events_Homo sapiens_R-HSA-418594","6/240",0.00243588739755645,0.0173635050389921,0.00826780025311986,0.0560597187894468,-1.85889445471274,11.1857935703862,"C3;RGS18;ADORA3;FPR1;RGS10;CCR5"
"29","Inositol phosphate metabolism_Homo sapiens_R-HSA-1483249","3/44",0.00196496643192327,0.0169536703843799,0.00459449681168693,0.0384634568001115,-1.69983735042454,10.5938625208407,"INPP5D;PLCG2;PLCB2"
"30","Platelet activation, signaling and aggregation_Homo sapiens_R-HSA-76002","6/253",0.00316212545983148,0.0209302589960274,0.0105090951672581,0.0679425222441336,-1.83041933088185,10.536828763194,"LYN;FCER1G;SYK;PLCG2;RAC2;VAV1"
"31","Signaling by Interleukins_Homo sapiens_R-HSA-449147","7/392",0.00688895752584116,0.0425584487151965,0.0238430568762241,0.138091037741465,-2.09682984696512,10.4376740662356,"LYN;CD4;SYK;INPP5D;EBI3;VAV1;HAVCR2"
"32","Regulation of actin dynamics for phagocytic cup formation_Homo sapiens_R-HSA-2029482","4/97",0.00223555693590184,0.0173357098760778,0.0059049878377963,0.0420919645873685,-1.66217388597,10.144687525359,"CYFIP1;FCGR3A;SYK;VAV1"
"33","FCGR activation_Homo sapiens_R-HSA-2029481","3/49",0.00267816026901923,0.0186132138696837,0.00610446196103591,0.0424260106291996,-1.66179297041031,9.8421769020809,"LYN;FCGR3A;SYK"
"34","Interferon gamma signaling_Homo sapiens_R-HSA-877300","4/93",0.00191661396235301,0.0169536703843799,0.00511923705612995,0.0384634568001115,-1.53400866831535,9.59859169320219,"HLA-DRB4;HLA-DRB3;IFI30;HLA-DPA1"
"35","C-type lectin receptors (CLRs)_Homo sapiens_R-HSA-5621481","4/123",0.00523801677309176,0.0330947423390798,0.0130141999165912,0.0822260812911899,-1.80236821274361,9.46569960416272,"LYN;FCER1G;SYK;PLCG2"
"36","Role of phospholipids in phagocytosis_Homo sapiens_R-HSA-2029485","3/60",0.00475585952531467,0.0307471848380809,0.0103723473007267,0.0679425222441336,-1.66881270381669,8.92544087902827,"FCGR3A;SYK;PLCG2"
"37","Role of LAT2/NTAL/LAB on calcium mobilization_Homo sapiens_R-HSA-2730905","4/162",0.0135009025812197,0.076596957501614,0.0312530465042266,0.155149052288839,-1.89633710561284,8.16372884630475,"LYN;LAT2;SYK;VAV1"
"38","Fc epsilon receptor (FCERI) signaling_Homo sapiens_R-HSA-2454202","6/395",0.0247184171059728,0.11452866592434,0.0674955125594039,0.24830639194053,-2.03113431354918,7.51561675776012,"LYN;LAT2;FCER1G;SYK;PLCG2;VAV1"
"39","Signaling by Rho GTPases_Homo sapiens_R-HSA-194315","6/367",0.0179691401127087,0.0868509216210168,0.0508376255826966,0.224331109714122,-1.75480660416128,7.0527422235975,"CYFIP1;RAC2;CYBB;CYBA;VAV1;ARHGAP4"
"40","G alpha (12/13) signalling events_Homo sapiens_R-HSA-416482","3/75",0.00882890473470135,0.0511340732551453,0.0184170205823546,0.108934717487119,-1.4448407844225,6.8336985838457,"RAC2;VAV1;ARHGAP4"
"41","MyD88:Mal cascade initiated on plasma membrane_Homo sapiens_R-HSA-166058","3/92",0.0153266816487406,0.0774694090609069,0.0307569047678336,0.155149052288839,-1.5574166658266,6.50713612675345,"RPS6KA1;CD14;TLR2"
"42","Toll Like Receptor 2 (TLR2) Cascade_Homo sapiens_R-HSA-181438","3/92",0.0153266816487406,0.0774694090609069,0.0307569047678336,0.155149052288839,-1.54519992603583,6.45609263236434,"RPS6KA1;CD14;TLR2"
"43","Toll Like Receptor TLR1:TLR2 Cascade_Homo sapiens_R-HSA-168179","3/92",0.0153266816487406,0.0774694090609069,0.0307569047678336,0.155149052288839,-1.53921185565277,6.43107351578867,"RPS6KA1;CD14;TLR2"
"44","SLC-mediated transmembrane transport_Homo sapiens_R-HSA-425407","5/268",0.0181199764533057,0.0868509216210168,0.0460712034190152,0.2208240439739,-1.59881923547684,6.41244870473565,"SLC2A9;SLC7A7;SLCO2B1;SLC15A3;SLC2A5"
"45","Toll Like Receptor TLR6:TLR2 Cascade_Homo sapiens_R-HSA-168188","3/92",0.0153266816487406,0.0774694090609069,0.0307569047678336,0.155149052288839,-1.52766072554778,6.38281104521143,"RPS6KA1;CD14;TLR2"
"46","CD28 co-stimulation_Homo sapiens_R-HSA-389356","2/33",0.0149040515561072,0.0774694090609069,0.0260188568853826,0.144664844282727,-1.49757721577867,6.2989927532477,"LYN;VAV1"
"47","Detoxification of Reactive Oxygen Species_Homo sapiens_R-HSA-3299685","2/33",0.0149040515561072,0.0774694090609069,0.0260188568853826,0.144664844282727,-1.47658979951869,6.21071711607982,"CYBB;CYBA"
"48","Diseases associated with the TLR signaling cascade_Homo sapiens_R-HSA-5602358","2/24",0.00805205395612355,0.0476270425489861,0.0148116491846232,0.0895138798548967,-1.26112057820713,6.08090660399153,"CD14;TLR2"
"49","Diseases of Immune System_Homo sapiens_R-HSA-5260271","2/24",0.00805205395612355,0.0476270425489861,0.0148116491846232,0.0895138798548967,-1.24153347368457,5.98646095358938,"CD14;TLR2"
"50","DAP12 signaling_Homo sapiens_R-HSA-2424491","5/344",0.0457001481248623,0.162880015111689,0.105438980951229,0.322110293455402,-1.92106596507193,5.92774437960926,"TYROBP;SYK;PLCG2;TREM2;VAV1"
"51","Interferon Signaling_Homo sapiens_R-HSA-913531","4/196",0.0252012871686668,0.114851767752285,0.0554250829159325,0.229466325085192,-1.60584001756639,5.9108726205081,"HLA-DRB4;HLA-DRB3;IFI30;HLA-DPA1"
"52","Signaling by the B Cell Receptor (BCR)_Homo sapiens_R-HSA-983705","4/233",0.0432661110393082,0.160026199853662,0.0905458047443487,0.28282846875201,-1.81748899426215,5.7076162755344,"LYN;SYK;PLCG2;VAV1"
"53","Peptide ligand-binding receptors_Homo sapiens_R-HSA-375276","4/193",0.0239848896575668,0.113013547878027,0.0529752468923841,0.226571055939735,-1.52920079970551,5.70442552227935,"C3;CX3CR1;FPR1;CCR5"
"54","Activated TLR4 signalling_Homo sapiens_R-HSA-166054","3/112",0.0256620916369966,0.115065507662662,0.0496323953744283,0.222545256678888,-1.550264218052,5.67821539700646,"RPS6KA1;CD14;TLR2"
"55","PECAM1 interactions_Homo sapiens_R-HSA-210990","2/12",0.00201248605282208,0.0169536703843799,0.00438354450994795,0.0384634568001115,-0.872114526512025,5.4144222902818,"LYN;INPP5D"
"56","ROS, RNS production in response to bacteria_Homo sapiens_R-HSA-1222556","2/34",0.0157777441511948,0.0783252298934311,0.0274234939422149,0.149484927763446,-1.2990289650943,5.38987243470998,"CYBB;CYBA"
"57","Class A/1 (Rhodopsin-like receptors)_Homo sapiens_R-HSA-373076","5/323",0.0364701590966696,0.146937742447451,0.0863369738925571,0.279089287699196,-1.611409783914,5.33579823032247,"C3;CX3CR1;ADORA3;FPR1;CCR5"
"58","DAP12 interactions_Homo sapiens_R-HSA-2172127","5/359",0.05307612667004,0.175656704931799,0.120276238360554,0.332964019393581,-1.81098010838199,5.3170883848509,"TYROBP;SYK;PLCG2;TREM2;VAV1"
"59","Facilitative Na+-independent glucose transporters_Homo sapiens_R-HSA-428790","2/13",0.00236962940752143,0.0173357098760778,0.00503456880042865,0.0384634568001115,-0.879139886959788,5.31441969769659,"SLC2A9;SLC2A5"
"60","IRAK4 deficiency (TLR2/4)_Homo sapiens_R-HSA-5603041","2/11",0.00168327643409533,0.0155983616226167,0.0037747718796604,0.0361857442257101,-0.801819916465567,5.12123433152407,"CD14;TLR2"
"61","Defensins_Homo sapiens_R-HSA-1461973","2/47",0.0289950374586847,0.125947193961162,0.0482425182044637,0.222545256678888,-1.41155472085881,4.9977938181368,"CD4;TLR2"
"62","MyD88 deficiency (TLR2/4)_Homo sapiens_R-HSA-5602498","2/11",0.00168327643409533,0.0155983616226167,0.0037747718796604,0.0361857442257101,-0.767513017189318,4.90211571551847,"CD14;TLR2"
"63","Interleukin-3, 5 and GM-CSF signaling_Homo sapiens_R-HSA-512988","4/261",0.0607454112385161,0.181325979683851,0.122778812340835,0.332964019393581,-1.69854170544104,4.75772357312713,"LYN;SYK;INPP5D;VAV1"
"64","Signal regulatory protein (SIRP) family interactions_Homo sapiens_R-HSA-391160","2/13",0.00236962940752143,0.0173357098760778,0.00503456880042865,0.0384634568001115,-0.781397728597113,4.72356622897923,"TYROBP;FYB"
"65","Rho GTPase cycle_Homo sapiens_R-HSA-194840","3/122",0.0319336301626015,0.134508320987928,0.0607666316687167,0.242951367507954,-1.29552424673667,4.46190934160321,"RAC2;VAV1;ARHGAP4"
"66","RHO GTPase Effectors_Homo sapiens_R-HSA-195258","4/255",0.0567251521429949,0.179199912451734,0.115492269900907,0.332964019393581,-1.55208957661578,4.45377934621335,"CYFIP1;RAC2;CYBB;CYBA"
"67","Amino acid and oligopeptide SLC transporters_Homo sapiens_R-HSA-425374","2/49",0.031314772014809,0.133930871078722,0.051830573593788,0.225139054048016,-1.27777617325965,4.42578904795983,"SLC7A7;SLC15A3"
"68","GPCR downstream signaling_Homo sapiens_R-HSA-388396","10/983",0.0514972487645837,0.172484760922341,0.171636646008866,0.358726583486298,-1.44609549102918,4.28944733792007,"C3;RGS18;ADORA3;FPR1;RAC2;RGS10;CCR5;PLCB2;VAV1;ARHGAP4"
"69","Platelet Adhesion to exposed collagen_Homo sapiens_R-HSA-75892","2/13",0.00236962940752143,0.0173357098760778,0.00503456880042865,0.0384634568001115,-0.684741207956774,4.13927546385628,"LYN;FCER1G"
"70","Signal Transduction_Homo sapiens_R-HSA-162582","20/2465",0.0600425082862447,0.181325979683851,0.319199804984282,0.492986365475724,-1.46463111514034,4.11957159352353,"LYN;CX3CR1;RGS18;CYFIP1;SYK;FPR1;CYBB;CYBA;MYO7A;VAV1;ARHGAP4;C3;DOK1;MFNG;ADORA3;RPS6KA1;RAC2;RGS10;CCR5;PLCB2"
"71","NRAGE signals death through JNK_Homo sapiens_R-HSA-193648","2/45",0.0267480480056163,0.118031068977164,0.0447506656383519,0.218257632411611,-1.1358512849588,4.11325119328917,"VAV1;ARHGAP4"
"72","Signaling by GPCR_Homo sapiens_R-HSA-372790","12/1293",0.061311662195259,0.181325979683851,0.221378814140269,0.402458661212187,-1.46192810531838,4.08138925703084,"C3;CX3CR1;RGS18;ADORA3;RPS6KA1;FPR1;RAC2;RGS10;CCR5;PLCB2;VAV1;ARHGAP4"
"73","Early Phase of HIV Life Cycle_Homo sapiens_R-HSA-162594","2/14",0.00275438598723173,0.0186760805963517,0.00572722459014347,0.0418991693699969,-0.692167153336816,4.08002132298432,"CD4;CCR5"
"74","FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796","4/289",0.0814386310040708,0.2178724538331,0.159254815090152,0.358726583486298,-1.6210793434895,4.06551386014485,"LYN;SYK;PLCG2;VAV1"
"75","Axon guidance_Homo sapiens_R-HSA-422475","6/515",0.0719486412693548,0.206203322400831,0.170469469582959,0.358726583486298,-1.52146722583175,4.00420159885411,"LYN;PTPRC;TYROBP;RPS6KA1;RAC2;TREM2"
"76","Initial triggering of complement_Homo sapiens_R-HSA-166663","2/58",0.042603790865609,0.160026199853662,0.0690784282281246,0.24830639194053,-1.26161520354314,3.98142045197711,"C3;C1QA"
"77","Chemokine receptors bind chemokines_Homo sapiens_R-HSA-380108","2/56",0.0399796671056607,0.15436593688019,0.0650982291188473,0.247908324589583,-1.1843737410127,3.81295419927583,"CX3CR1;CCR5"
"78","Trafficking and processing of endosomal TLR_Homo sapiens_R-HSA-1679131","2/13",0.00236962940752143,0.0173357098760778,0.00503456880042865,0.0384634568001115,-0.581489597195212,3.51511723580941,"UNC93B1;TLR7"
"79","O-linked glycosylation of mucins_Homo sapiens_R-HSA-913709","2/66",0.0537105361893793,0.175665047772323,0.0857548126568671,0.279089287699196,-1.19694582746203,3.5000444637914,"ST6GAL1;B3GNT5"
"80","Cell death signalling via NRAGE, NRIF and NADE_Homo sapiens_R-HSA-204998","2/61",0.0466570553459965,0.164185587166924,0.0751950022416514,0.262098813146334,-1.07867603062116,3.30606773801917,"VAV1;ARHGAP4"
"81","VEGFA-VEGFR2 Pathway_Homo sapiens_R-HSA-4420097","4/320",0.107884214476321,0.24375643127186,0.203725311191481,0.385276438851916,-1.43931987686359,3.20492884184462,"CYFIP1;CYBB;CYBA;VAV1"
"82","Antigen processing-Cross presentation_Homo sapiens_R-HSA-1236975","2/82",0.0785154568355853,0.2178724538331,0.122156820184917,0.332964019393581,-1.19533539120502,3.04148281602757,"CYBB;CYBA"
"83","Signaling by VEGF_Homo sapiens_R-HSA-194138","4/328",0.115272569186225,0.248416854525353,0.215775385873925,0.401288900275772,-1.34513504909604,2.90610480272641,"CYFIP1;CYBB;CYBA;VAV1"
"84","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138","2/83",0.0801669536320764,0.2178724538331,0.124544194760136,0.332964019393581,-1.13848567295107,2.87313242207347,"RPS6KA1;TLR7"
"85","GPCR ligand binding_Homo sapiens_R-HSA-500792","5/447",0.109415121265858,0.24375643127186,0.224392419021184,0.402458661212187,-1.28583861451123,2.84505446310544,"C3;CX3CR1;ADORA3;FPR1;CCR5"
"86","MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155","2/85",0.0835022466862032,0.218996458290231,0.129352928397506,0.332964019393581,-1.14219819522769,2.83594304360903,"RPS6KA1;TLR7"
"87","Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181","2/85",0.0835022466862032,0.218996458290231,0.129352928397506,0.332964019393581,-1.13418278303435,2.81604172302707,"RPS6KA1;TLR7"
"88","Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138","2/88",0.0885833722203125,0.223874340702244,0.136646826892919,0.348512090607629,-1.13779395483845,2.75779763026754,"RPS6KA1;TLR7"
"89","Complement cascade_Homo sapiens_R-HSA-166658","2/80",0.0752456326953584,0.21345189682969,0.117417476700844,0.332964019393581,-1.02064768863019,2.64041293140612,"C3;C1QA"
"90","MyD88-independent TLR3/TLR4 cascade_Homo sapiens_R-HSA-166166","2/97",0.104348085981567,0.24375643127186,0.159043388153791,0.358726583486298,-1.16070384351404,2.62321736851077,"RPS6KA1;CD14"
"91","Toll Like Receptor 3 (TLR3) Cascade_Homo sapiens_R-HSA-168164","2/97",0.104348085981567,0.24375643127186,0.159043388153791,0.358726583486298,-1.15147436123417,2.60235852639163,"RPS6KA1;CD14"
"92","TRIF-mediated TLR3/TLR4 signaling_Homo sapiens_R-HSA-937061","2/97",0.104348085981567,0.24375643127186,0.159043388153791,0.358726583486298,-1.14340260997276,2.58411618298806,"RPS6KA1;CD14"
"93","CLEC7A (Dectin-1) signaling_Homo sapiens_R-HSA-5607764","2/99",0.107949386845399,0.24375643127186,0.164112301562983,0.358726583486298,-1.10596296002172,2.46197618461005,"SYK;PLCG2"
"94","p75 NTR receptor-mediated signalling_Homo sapiens_R-HSA-193704","2/83",0.0801669536320764,0.2178724538331,0.124544194760136,0.332964019393581,-0.958617727499544,2.41920977899887,"VAV1;ARHGAP4"
"95","Transport of inorganic cations/anions and amino acids/oligopeptides_Homo sapiens_R-HSA-425393","2/99",0.107949386845399,0.24375643127186,0.164112301562983,0.358726583486298,-0.905104981786948,2.01484768503244,"SLC7A7;SLC15A3"
"96","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds_Homo sapiens_R-HSA-425366","2/101",0.111583678561991,0.24375643127186,0.16921045987549,0.358726583486298,-0.911804260883549,1.9995689540642,"SLC2A9;SLC2A5"
"97","Interleukin-2 signaling_Homo sapiens_R-HSA-451927","3/252",0.170974537100587,0.304685393038226,0.277623500825964,0.44917257045556,-1.11019055602124,1.96086367753565,"SYK;INPP5D;HAVCR2"
"98","Cross-presentation of particulate exogenous antigens (phagosomes)_Homo sapiens_R-HSA-1236973","2/8",0.000866495629231676,0.00860306374737164,0.00220826425876554,0.0227369431087711,-0.269516571057929,1.90037575977551,"CYBB;CYBA"
"99","O-linked glycosylation_Homo sapiens_R-HSA-5173105","2/110",0.128315026869599,0.262291010806975,0.192465833241518,0.371565983619043,-0.883167273490286,1.81337812214346,"ST6GAL1;B3GNT5"
"100","Cell-Cell communication_Homo sapiens_R-HSA-1500931","2/131",0.169302449711845,0.304685393038226,0.248044290323464,0.425656251295822,-0.799247896406019,1.41951902872044,"TYROBP;FYB"
"101","Beta-catenin independent WNT signaling_Homo sapiens_R-HSA-3858494","2/144",0.195659613233366,0.323770074279023,0.282818056755941,0.452348369249875,-0.861965197768431,1.40619174711807,"RAC2;PLCB2"
"102","HIV Life Cycle_Homo sapiens_R-HSA-162587","2/141",0.189527348330696,0.32127196851179,0.274792090157422,0.44917257045556,-0.757436756586991,1.25978543664487,"CD4;CCR5"
"103","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell_Homo sapiens_R-HSA-112314","2/142",0.191568483311644,0.322727740463873,0.277467830532281,0.44917257045556,-0.753935972280483,1.24588667254932,"RPS6KA1;PLCB2"
"104","Factors involved in megakaryocyte development and platelet production_Homo sapiens_R-HSA-983231","2/141",0.189527348330696,0.32127196851179,0.274792090157422,0.44917257045556,-0.698322294193558,1.16146496543628,"DOCK11;DOCK8"
"105","Neuronal System_Homo sapiens_R-HSA-112316","3/301",0.242103248052953,0.374806147920397,0.374605750315246,0.539587557448904,-0.774318834558697,1.09828686526757,"KCNQ1;RPS6KA1;PLCB2"
"106","Transmembrane transport of small molecules_Homo sapiens_R-HSA-382551","5/594",0.245518052836935,0.377094025904243,0.433270026866452,0.590436605239577,-0.702699455278132,0.986860433591123,"SLC2A9;SLC7A7;SLCO2B1;SLC15A3;SLC2A5"
"107","Transport to the Golgi and subsequent modification_Homo sapiens_R-HSA-948021","2/162",0.232894007046584,0.367866670221309,0.330740312988354,0.499705472884579,-0.639215548536002,0.931446893371208,"ST6GAL1;CTSC"
"108","Developmental Biology_Homo sapiens_R-HSA-1266738","6/786",0.28476961787399,0.421095498771112,0.510084641086678,0.635890270054244,-0.73192007835261,0.919346354284063,"LYN;PTPRC;TYROBP;RPS6KA1;RAC2;TREM2"
"109","G alpha (q) signalling events_Homo sapiens_R-HSA-416476","2/191",0.293538451008345,0.422817043421347,0.40593836991601,0.564254334183253,-0.572879040394008,0.702204558745321,"RGS18;PLCB2"
"110","Cellular responses to stress_Homo sapiens_R-HSA-2262752","3/367",0.343442153568535,0.463480187825499,0.50075500384675,0.633992058597525,-0.612427669784448,0.654523856061125,"RPS6KA1;CYBB;CYBA"
"111","Transmission across Chemical Synapses_Homo sapiens_R-HSA-112315","2/211",0.335087214614492,0.457165726395615,0.455496690428503,0.598179215199861,-0.519358049849902,0.567847622766174,"RPS6KA1;PLCB2"
"112","HIV Infection_Homo sapiens_R-HSA-162906","2/222",0.357657316479652,0.47588228311395,0.481763598601787,0.621915355171791,-0.533773116772588,0.548814825878584,"CD4;CCR5"
"113","Disease_Homo sapiens_R-HSA-1643685","5/725",0.39032162392198,0.497749593808763,0.611748955024431,0.706762510091635,-0.445836979595119,0.419436387513839,"CD4;CD14;CCR5;VAV1;TLR2"
"114","Gastrin-CREB signalling pathway via PKC and MAPK_Homo sapiens_R-HSA-881907","3/432",0.442471447162136,0.541881331766845,0.61179154864915,0.706762510091635,-0.500500664723211,0.408097903074636,"RGS18;RPS6KA1;PLCB2"
"115","Signalling by NGF_Homo sapiens_R-HSA-166520","3/450",0.468989015868802,0.566864984397944,0.639569288089806,0.725715355465167,-0.414715356586397,0.314012486278252,"RPS6KA1;VAV1;ARHGAP4"
"116","Asparagine N-linked glycosylation_Homo sapiens_R-HSA-446203","2/259",0.431291421562961,0.530526615904881,0.564286118226642,0.691064056682847,-0.372682884171237,0.31341559663776,"ST6GAL1;CTSC"
