"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"27","regulation of antigen receptor-mediated signaling pathway (GO:0050854)","3/13",4.81976021482396e-05,0.00249493469943828,0.000125606505538861,0.00650198381612925,-1.79509485187063,17.8436041552485,"LYN;PTPRC;CD300A"
"28","regulation of mast cell activation involved in immune response (GO:0033006)","2/10",0.00138232375591266,0.019331754333635,0.00246003791895366,0.0338255213856129,-2.65357954005079,17.4711393378127,"LYN;CD300A"
"29","negative regulation of phagocytosis (GO:0050765)","2/10",0.00138232375591266,0.019331754333635,0.00246003791895366,0.0338255213856129,-2.63828299582229,17.370427054058,"CD300A;TLR2"
"30","cytokine-mediated signaling pathway (GO:0019221)","15/634",2.84706340614586e-06,0.000278379533045373,1.12140107237966e-05,0.001096481048549,-1.33824356337964,17.0883297914862,"HLA-DRB4;SYK;IL10RA;EBI3;ITGB2;FPR1;IFI30;VAV1;CD4;INPP5D;LCP1;CCR5;HLA-DRB3;HLA-DPA1;IL13RA1"
"31","regulation of immune response (GO:0050776)","10/252",1.68056399746166e-06,0.000184862039720783,5.47155128397489e-06,0.000601870641237238,-1.28376092861663,17.0693745585921,"C3;LYN;FCGR3A;TYROBP;SYK;CD300A;ITGB2;TREM2;PILRA;CD33"
"32","myeloid cell activation involved in immune response (GO:0002275)","2/12",0.00201248605282208,0.0233024700853082,0.00336434482107249,0.0374762461081492,-2.72020518763422,16.8880796665228,"FCER1G;SYK"
"33","regulation of platelet activation (GO:0010543)","3/20",0.000186653078353858,0.00586623960540697,0.000384812969365044,0.01209412189433,-1.96225855690753,16.8484599200263,"LYN;FCER1G;SYK"
"34","regulation of homotypic cell-cell adhesion (GO:0034110)","2/10",0.00138232375591266,0.019331754333635,0.00246003791895366,0.0338255213856129,-2.53034651268464,16.6597744023966,"LYN;SYK"
"35","positive regulation of interferon-gamma production (GO:0032729)","4/44",0.000110168294643295,0.00434615167079157,0.000227281083860762,0.00909124335443048,-1.79270265107595,16.3377981383852,"EBI3;TLR7;CD14;HLA-DPA1"
"36","positive regulation of cytokine production (GO:0001819)","7/221",0.000262171330180974,0.0076903590186419,0.000567014885508361,0.0166324366415786,-1.91865015921512,15.8221722063113,"C3;CYBA;TLR7;CD14;HAVCR2;HLA-DPA1;TLR2"
"37","negative regulation of B cell proliferation (GO:0030889)","2/11",0.00168327643409533,0.0217835773824102,0.00289549403416448,0.037471099265658,-2.46591899909482,15.7498570160101,"LYN;CD300A"
"38","negative regulation of leukocyte activation (GO:0002695)","2/12",0.00201248605282208,0.0233024700853082,0.00336434482107249,0.0374762461081492,-2.53055110046745,15.7106341753834,"CD300A;HAVCR2"
"39","regulation of phagocytosis (GO:0050764)","4/42",9.16294281098502e-05,0.00390605722283806,0.000192438678097948,0.00846730183630972,-1.66195339987786,15.4524406361848,"FCER1G;SYK;CYBA;TLR2"
"40","second-messenger-mediated signaling (GO:0019932)","4/63",0.000445155050691113,0.0115216601355347,0.000817775857122512,0.0218073561899337,-1.98921498127922,15.3509468783743,"LAT2;FPR1;PLCG2;CCR5"
"41","positive regulation of tumor necrosis factor production (GO:0032760)","4/48",0.000155190605641378,0.0054627093185765,0.000310243913937801,0.0109205857706106,-1.7147215747439,15.0395768398826,"CYBA;CD14;HAVCR2;TLR2"
"42","regulation of myeloid leukocyte mediated immunity (GO:0002886)","2/12",0.00201248605282208,0.0233024700853082,0.00336434482107249,0.0374762461081492,-2.42185210680567,15.0357890302539,"LYN;SYK"
"43","inositol phosphate metabolic process (GO:0043647)","3/48",0.0025244924843894,0.0267657034489479,0.00398746045060754,0.0422766891148751,-2.46735419709772,14.7590101853412,"INPP5D;PLCG2;PLCB2"
"44","intestinal absorption (GO:0050892)","2/14",0.00275438598723173,0.0275438598723173,0.00440052941116428,0.0440052941116428,-2.49665727529348,14.7166979396154,"KCNQ1;SLC2A5"
"45","positive regulation of interferon-gamma biosynthetic process (GO:0045078)","2/12",0.00201248605282208,0.0233024700853082,0.00336434482107249,0.0374762461081492,-2.36679517366269,14.6939744210693,"EBI3;TLR7"
"46","cellular response to interferon-gamma (GO:0071346)","5/117",0.000533747085948572,0.0134199267324212,0.00100692202744817,0.0253168966901255,-1.94479249190865,14.6551558455419,"HLA-DRB4;HLA-DRB3;IFI30;AIF1;HLA-DPA1"
"47","negative regulation of toll-like receptor signaling pathway (GO:0034122)","3/32",0.000773006413155034,0.0147879487734006,0.00134695748315469,0.0259860080219278,-2.01984253149566,14.4726225932013,"LYN;CD300A;CD14"
"48","regulation of T cell proliferation (GO:0042129)","4/63",0.000445155050691113,0.0115216601355347,0.000817775857122512,0.0218073561899337,-1.82309203835736,14.0689615243163,"HLA-DMB;PTPRC;AIF1;HLA-DPA1"
"49","regulation of mononuclear cell migration (GO:0071675)","2/13",0.00236962940752143,0.0257441219582575,0.00386616404773868,0.0420027699013585,-2.32118314489736,14.0316024903191,"LYN;CMKLR1"
"50","neutrophil activation (GO:0042119)","2/15",0.00316643795564871,0.0293312147470617,0.00496702250342069,0.0460103137158969,-2.41434866113033,13.8949338591939,"FCER1G;SYK"
"51","regulation of B cell receptor signaling pathway (GO:0050855)","2/18",0.00456322753167578,0.0346175881713335,0.0068551418714829,0.0527418094599245,-2.56557509302366,13.8277445101794,"LYN;CD300A"
"52","superoxide anion generation (GO:0042554)","2/11",0.00168327643409533,0.0217835773824102,0.00289549403416448,0.037471099265658,-2.13426619009673,13.6315861715114,"CYBB;CYBA"
"53","regulation of interferon-gamma biosynthetic process (GO:0045072)","2/15",0.00316643795564871,0.0293312147470617,0.00496702250342069,0.0460103137158969,-2.34282969762845,13.4833316397069,"EBI3;TLR7"
"54","equilibrioception (GO:0050957)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-4.13254787621525,13.4182836068814,"MYO7A"
"55","Fc receptor mediated stimulatory signaling pathway (GO:0002431)","7/136",1.22101107327341e-05,0.000895408120400502,3.14378224289778e-05,0.00251502579431822,-1.18123828182236,13.3636395041405,"LYN;CYFIP1;FCGR3A;FCER1G;SYK;PLCG2;VAV1"
"56","cellular response to cytokine stimulus (GO:0071345)","12/457",1.07659476835602e-05,0.000895408120400502,3.48067578873686e-05,0.00255249557840703,-1.16141079131937,13.2855201953896,"PTPN18;CD4;DOCK8;IL10RA;INPP5D;ITGB2;FPR1;CCR5;AIF1;VAV1;HLA-DPA1;IL13RA1"
"57","regulation of superoxide anion generation (GO:0032928)","2/14",0.00275438598723173,0.0275438598723173,0.00440052941116428,0.0440052941116428,-2.24251995958111,13.2186700975344,"SYK;ITGB2"
"58","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","9/397",0.000423970455660416,0.0115216601355347,0.000988436215422244,0.0253168966901255,-1.69610690299297,13.1717063399741,"LYN;CYFIP1;CD4;SYK;CYBB;SLA;CYBA;PILRA;VAV1"
"59","positive regulation of NF-kappaB import into nucleus (GO:0042346)","2/16",0.00360547013121163,0.0320486233885479,0.00556522878261945,0.0494687002899507,-2.31620217270598,13.029339275948,"TLR7;TLR2"
"60","phagocytosis (GO:0006909)","5/136",0.00105346035355765,0.0174914171911459,0.00191362845047885,0.0317734535173846,-1.90044175841455,13.0288109732524,"C3;ITGB2;CD14;CD302;AIF1"
"61","phagocytosis, engulfment (GO:0006911)","4/105",0.00297981092314249,0.0290354621682609,0.0048635418439614,0.0460103137158969,-2.22757563657547,12.9553469627063,"C3;ITGB2;RAC2;AIF1"
"62","hexose transmembrane transport (GO:0035428)","2/20",0.00562518909446501,0.0405751344518788,0.00826702846290425,0.0601238433665764,-2.4902812278072,12.9009036803668,"SLC2A9;SLC2A5"
"63","toll-like receptor 4 signaling pathway (GO:0034142)","2/16",0.00360547013121163,0.0320486233885479,0.00556522878261945,0.0494687002899507,-2.28330554079639,12.8442857502943,"ITGB2;CD14"
"64","positive regulation of alpha-beta T cell proliferation (GO:0046641)","2/14",0.00275438598723173,0.0275438598723173,0.00440052941116428,0.0440052941116428,-2.17514323183349,12.8215138838106,"SYK;EBI3"
"65","negative regulation of immune response (GO:0050777)","3/45",0.00209672173575071,0.023355887689375,0.00335677097712539,0.0374762461081492,-2.07311742404218,12.7857034201063,"LYN;CD300A;HAVCR2"
"66","pattern recognition receptor signaling pathway (GO:0002221)","4/49",0.000168253115991864,0.00569472084895541,0.000333972976783603,0.0113037007526758,-1.46396650895952,12.7219290873769,"UNC93B1;TLR7;CD14;TLR2"
"67","positive regulation of toll-like receptor signaling pathway (GO:0034123)","2/20",0.00562518909446501,0.0405751344518788,0.00826702846290425,0.0601238433665764,-2.4549620256405,12.7179325283009,"CYBA;TLR2"
"68","enzyme linked receptor protein signaling pathway (GO:0007167)","5/121",0.000622070265778971,0.0136668240513834,0.00116334140175769,0.0259860080219278,-1.71905138489187,12.6908237963545,"LYN;CD4;SYK;SLA;PILRA"
"69","positive regulation of alpha-beta T cell activation (GO:0046635)","2/16",0.00360547013121163,0.0320486233885479,0.00556522878261945,0.0494687002899507,-2.24868882625749,12.6495562384836,"SYK;EBI3"
"70","B cell receptor signaling pathway (GO:0050853)","4/105",0.00297981092314249,0.0290354621682609,0.0048635418439614,0.0460103137158969,-2.17015978638689,12.6214223820374,"LAT2;PTPRC;SYK;PLCG2"
"71","positive regulation of multi-organism process (GO:0043902)","3/38",0.00128276551071424,0.019331754333635,0.00213518690769763,0.0338255213856129,-1.88817763701412,12.5728782496886,"LY86;CYBA;LHFPL2"
"72","negative regulation of lymphocyte proliferation (GO:0050672)","3/30",0.000637961625720789,0.0136668240513834,0.00113303832759307,0.0259860080219278,-1.70691427494383,12.5581650489491,"LYN;CD300A;LST1"
"73","positive regulation of interleukin-8 secretion (GO:2000484)","2/15",0.00316643795564871,0.0293312147470617,0.00496702250342069,0.0460103137158969,-2.17550423244047,12.5203488240197,"CD14;TLR2"
"74","positive regulation of T cell activation (GO:0050870)","5/69",4.43790309283063e-05,0.00244084670105684,9.90290651794144e-05,0.00544659858486779,-1.24260395619723,12.4543006958156,"HLA-DMB;PTPRC;DOCK8;AIF1;HLA-DPA1"
"75","regulation of platelet aggregation (GO:0090330)","2/15",0.00316643795564871,0.0293312147470617,0.00496702250342069,0.0460103137158969,-2.14967889459803,12.371720182685,"LYN;SYK"
"76","T cell differentiation (GO:0030217)","3/39",0.00138397786706705,0.019331754333635,0.00228908270101695,0.0338255213856129,-1.87410466111319,12.3368438201692,"CD4;FCER1G;PTPRC"
"77","ruffle organization (GO:0031529)","2/17",0.00407116996623959,0.034175420803291,0.00619473754031119,0.0522399759216048,-2.21903326465194,12.2131704468124,"CYFIP1;AIF1"
"78","T cell receptor signaling pathway (GO:0050852)","7/164",4.0868332518786e-05,0.00239760884110211,9.78000068005115e-05,0.00544659858486779,-1.20260420479345,12.1525019662784,"CD4;HLA-DRB4;PTPRC;INPP5D;PLCG2;HLA-DRB3;HLA-DPA1"
"79","positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)","3/33",0.000846823480655386,0.0149512971318407,0.0014627840760989,0.0273882975950433,-1.68911346436657,11.9488195414853,"CYBA;CD14;TLR2"
"80","toll-like receptor 9 signaling pathway (GO:0034162)","2/14",0.00275438598723173,0.0275438598723173,0.00440052941116428,0.0440052941116428,-2.01670201646317,11.8875725171421,"UNC93B1;TLR7"
"81","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","5/79",8.50952822775238e-05,0.00390605722283806,0.00018068280975687,0.00836846697821291,-1.25495679411777,11.7611274822049,"VAMP8;FCER1G;CYBB;CYBA;IFI30"
"82","antigen receptor-mediated signaling pathway (GO:0050851)","9/258",1.59823250271751e-05,0.00100460328742243,4.40837859118493e-05,0.00277098082874481,-1.06119775128095,11.719896757714,"LAT2;CD4;HLA-DRB4;PTPRC;SYK;INPP5D;PLCG2;HLA-DRB3;HLA-DPA1"
"83","hexose transport (GO:0008645)","2/17",0.00407116996623959,0.034175420803291,0.00619473754031119,0.0522399759216048,-2.12389828931026,11.6895642044862,"SLC2A9;SLC2A5"
"84","cell projection assembly (GO:0030031)","2/21",0.00619448614001045,0.0439608693807193,0.00901771565277931,0.0639966917294015,-2.2815786648119,11.5997643129273,"CYFIP1;RAC2"
"85","regulation of interferon-gamma production (GO:0032649)","3/44",0.00196496643192327,0.0233024700853082,0.00316117785872748,0.0374762461081492,-1.84946011543043,11.5263535042071,"CD14;HAVCR2;HLA-DPA1"
"86","positive regulation of lymphocyte migration (GO:2000403)","2/18",0.00456322753167578,0.0346175881713335,0.0068551418714829,0.0527418094599245,-2.13458945736522,11.5048504059891,"DOCK8;AIF1"
"87","toll-like receptor signaling pathway (GO:0002224)","5/87",0.000134601631345303,0.00493539314932779,0.00027672676869506,0.0101466481854855,-1.28525152837127,11.4556923822471,"UNC93B1;ITGB2;TLR7;CD14;TLR2"
"88","glucose transmembrane transport (GO:1904659)","2/17",0.00407116996623959,0.034175420803291,0.00619473754031119,0.0522399759216048,-2.07726898182234,11.4329246627368,"SLC2A9;SLC2A5"
"89","regulation of chemokine production (GO:0032642)","2/19",0.00508133549325969,0.0379553525680675,0.00754603864262764,0.0567565299616438,-2.15870611788218,11.4026767849213,"TLR7;TLR2"
"90","regulation of B cell proliferation (GO:0030888)","3/44",0.00196496643192327,0.0233024700853082,0.00316117785872748,0.0374762461081492,-1.82500739255054,11.3739572856013,"LYN;PTPRC;CD300A"
"91","leukocyte differentiation (GO:0002521)","2/14",0.00275438598723173,0.0275438598723173,0.00440052941116428,0.0440052941116428,-1.9285409997006,11.3679020495199,"LYN;TREM2"
"92","negative regulation of lymphocyte activation (GO:0051250)","2/20",0.00562518909446501,0.0405751344518788,0.00826702846290425,0.0601238433665764,-2.18301752096945,11.3091238275039,"LST1;TNFAIP8L2"
"93","peptidyl-tyrosine autophosphorylation (GO:0038083)","3/46",0.00223384512431775,0.0245722963674952,0.00355962743170124,0.0391559017487136,-1.83818101837219,11.2203137494741,"LYN;SYK;SLA"
"94","macrophage activation (GO:0042116)","2/18",0.00456322753167578,0.0346175881713335,0.0068551418714829,0.0527418094599245,-2.07880991385628,11.2042139995033,"SYK;AIF1"
"95","regulation of interleukin-18 production (GO:0032661)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-3.54563732345574,11.0490335222163,"TLR2"
"96","positive regulation of cardiac muscle contraction (GO:0060452)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-3.39308190439397,11.0172553732718,"KCNQ1"
"97","negative regulation of leukocyte degranulation (GO:0043301)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-3.38703469924888,10.9976202435416,"CD300A"
"98","entry into host cell (GO:0030260)","3/34",0.000924970038301676,0.0156533391097207,0.00158467908409409,0.0286175062710439,-1.57279021137108,10.9871179797294,"VAMP8;CD4;CCR5"
"99","positive regulation of phagocytosis (GO:0050766)","3/40",0.00149007325714806,0.0204885072857858,0.00244969137740269,0.0338255213856129,-1.67567907602594,10.9068777988703,"C3;FCER1G;CYBA"
"100","immune response-inhibiting cell surface receptor signaling pathway (GO:0002767)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-3.33601248157641,10.8319523293423,"LYN"
"101","Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)","6/134",0.000113592600486598,0.00434615167079157,0.000245240162220776,0.00938310185888187,-1.1920064539329,10.8268661112863,"LYN;CYFIP1;FCGR3A;SYK;PLCG2;VAV1"
"102","B cell homeostasis (GO:0001782)","2/10",0.00138232375591266,0.019331754333635,0.00246003791895366,0.0338255213856129,-1.62607946844103,10.7060898453211,"LYN;DOCK11"
"103","regulation of tumor necrosis factor production (GO:0032680)","4/62",0.00041870159076404,0.0115216601355347,0.000772622127120773,0.0218073561899337,-1.36212955817803,10.595123289784,"CYBA;CD14;HAVCR2;TLR2"
"104","vascular endothelial growth factor receptor signaling pathway (GO:0048010)","4/71",0.000701403849291165,0.0140280769858233,0.00124837701623654,0.0259860080219278,-1.41596714955755,10.2833576789514,"CYFIP1;CYBB;CYBA;VAV1"
"105","negative regulation of B cell activation (GO:0050869)","2/18",0.00456322753167578,0.0346175881713335,0.0068551418714829,0.0527418094599245,-1.90750512421523,10.2809282726628,"LYN;CD300A"
"106","negative regulation of immune effector process (GO:0002698)","2/17",0.00407116996623959,0.034175420803291,0.00619473754031119,0.0522399759216048,-1.86318852488824,10.2546633218562,"CD300A;HAVCR2"
"107","positive regulation of lymphocyte proliferation (GO:0050671)","4/72",0.000739456313528333,0.0144604790201096,0.00131148334894556,0.0259860080219278,-1.41723845576569,10.2177157851313,"HLA-DMB;PTPRC;AIF1;HLA-DPA1"
"108","calcium-mediated signaling (GO:0019722)","3/71",0.00759547258439436,0.0510230219409698,0.0111955413998448,0.0752066903195684,-2.07737639629583,10.138018358833,"LAT2;PLCG2;CCR5"
"109","kynurenine metabolic process (GO:0070189)","1/9",0.0497255347596544,0.16765697543485,0.0609359254636478,0.206970638245146,-3.37621285906645,10.1328139395002,"KYNU"
"110","positive regulation of response to biotic stimulus (GO:0002833)","2/18",0.00456322753167578,0.0346175881713335,0.0068551418714829,0.0527418094599245,-1.85364948852808,9.99066120048067,"LY86;CYBA"
"111","cellular defense response (GO:0006968)","3/57",0.00411658477857823,0.034175420803291,0.0062925425541933,0.0522399759216048,-1.80310479134801,9.90397029882859,"CX3CR1;TYROBP;CCR5"
"112","glucose transport (GO:0015758)","2/23",0.00740821445401211,0.0501479132271589,0.0106066178010556,0.0721928359555342,-2.01404470131753,9.87922325520168,"SLC2A9;SLC2A5"
"113","positive regulation of T cell migration (GO:2000406)","2/21",0.00619448614001045,0.0439608693807193,0.00901771565277931,0.0639966917294015,-1.93812035717167,9.85358940281436,"DOCK8;AIF1"
"114","mannose metabolic process (GO:0006013)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-3.15072358799798,9.81839014180323,"MAN2B1"
"115","cellular response to chemokine (GO:1990869)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-2.99891704779697,9.73741155969496,"DOCK8"
"116","negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-3.10238157177334,9.66774513525838,"CD14"
"117","regulation of monocyte chemotaxis (GO:0090025)","2/23",0.00740821445401211,0.0501479132271589,0.0106066178010556,0.0721928359555342,-1.97010010787303,9.66366773688905,"LYN;AIF1"
"118","Fc receptor signaling pathway (GO:0038093)","6/184",0.0006255247450109,0.0136668240513834,0.00122910895223112,0.0259860080219278,-1.30451895830633,9.6233315614228,"LAT2;LYN;FCER1G;SYK;PLCG2;VAV1"
"119","regulation of ERBB signaling pathway (GO:1901184)","2/23",0.00740821445401211,0.0501479132271589,0.0106066178010556,0.0721928359555342,-1.95594870959942,9.59425278158701,"PTPN18;RHBDF2"
"120","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-2.94268643423545,9.55483210925471,"LYN"
"121","positive regulation of interleukin-8 production (GO:0032757)","3/45",0.00209672173575071,0.023355887689375,0.00335677097712539,0.0374762461081492,-1.54592132684119,9.53428463172594,"TLR7;CD14;TLR2"
"122","positive regulation of striated muscle contraction (GO:0045989)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-3.05840094309896,9.53069123035483,"KCNQ1"
"123","regulation of NK T cell activation (GO:0051133)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-2.93264387296819,9.52222415424486,"CD300A"
"124","regulation of blood coagulation (GO:0030193)","2/31",0.0132221550929583,0.0750677192374409,0.0180734878092609,0.102610769497739,-2.19402464322581,9.49104660302924,"FCER1G;SYK"
"125","regulation of digestive system process (GO:0044058)","1/7",0.0388916400645071,0.16765697543485,0.0490499833791957,0.206970638245146,-2.8912304084488,9.38775563053751,"KCNQ1"
"126","interferon-gamma-mediated signaling pathway (GO:0060333)","4/71",0.000701403849291165,0.0140280769858233,0.00124837701623654,0.0259860080219278,-1.28604080963023,9.33977715463833,"HLA-DRB4;HLA-DRB3;IFI30;HLA-DPA1"
"127","negative regulation of T cell mediated immunity (GO:0002710)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-2.9721398379498,9.26188149165106,"PTPRC"
"128","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)","2/30",0.0124144947379679,0.071873390588235,0.0170467939011636,0.0993455538610861,-2.10597310705069,9.24288548611006,"CD14;TLR2"
"129","negative regulation of leukocyte migration (GO:0002686)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-2.9639361383436,9.23631684877137,"CD300A"
"130","negative regulation of alpha-beta T cell activation (GO:0046636)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-2.95249218445254,9.20065481720017,"CD300A"
"131","regulation of T cell activation (GO:0050863)","3/45",0.00209672173575071,0.023355887689375,0.00335677097712539,0.0374762461081492,-1.48070347322556,9.13206133054915,"CD4;TNFAIP8L2;HLA-DPA1"
"132","positive regulation of smooth muscle cell migration (GO:0014911)","1/11",0.0604383752698184,0.16992258861802,0.0726749172928978,0.206970638245146,-3.2420487521422,9.09761358354859,"AIF1"
"133","positive regulation of B cell differentiation (GO:0045579)","1/8",0.04432380355659,0.16765697543485,0.0550114363652518,0.206970638245146,-2.91097800588703,9.07128694655443,"SYK"
