fromNode	toNode	weight	direction	fromAltName	toAltName
LARS2	PEAK1	0.0400256551823687	undirected	LARS2	PEAK1
LARS2	CAMK1D	0.115480672457593	undirected	LARS2	CAMK1D
TTR	SLC4A5	0.0569732334423829	undirected	TTR	SLC4A5
TTR	F5	0.0770748014570405	undirected	TTR	F5
TTR	CLIC6	0.0515455186587226	undirected	TTR	CLIC6
TTR	AQP1	0.0264743626364684	undirected	TTR	AQP1
TTR	KCNE2	0.0376563139010533	undirected	TTR	KCNE2
TTR	CLDN2	0.0282272442841706	undirected	TTR	CLDN2
TTR	KL	0.0213729806997791	undirected	TTR	KL
TTR	ENPP2	0.0515193956525896	undirected	TTR	ENPP2
IL31RA	RNVU1-1	0.162752910513129	undirected	IL31RA	RNVU1-1
IL31RA	JARID2	0.2022272906234	undirected	IL31RA	JARID2
IL31RA	SSPN	0.119910753959957	undirected	IL31RA	SSPN
IL31RA	CDK8	0.106036633951252	undirected	IL31RA	CDK8
IL31RA	RNU4-2	0.130920579104273	undirected	IL31RA	RNU4-2
IL31RA	RNU4-1	0.12792727878288	undirected	IL31RA	RNU4-1
IL31RA	TMTC2	0.0232236979263395	undirected	IL31RA	TMTC2
IL31RA	ZC3H7A	0.158990038432621	undirected	IL31RA	ZC3H7A
IL31RA	OPCML	0.025555337896241	undirected	IL31RA	OPCML
IL31RA	SCARNA2	0.0236360164107617	undirected	IL31RA	SCARNA2
IL31RA	GPHN	0.0961372909034205	undirected	IL31RA	GPHN
IL31RA	PEAK1	0.027269598854839	undirected	IL31RA	PEAK1
IL31RA	CAMK1D	0.0786097264615095	undirected	IL31RA	CAMK1D
RNVU1-1	JARID2	0.254556103793321	undirected	RNVU1-1	JARID2
RNVU1-1	SSPN	0.185694931839261	undirected	RNVU1-1	SSPN
RNVU1-1	CDK8	0.1176379415792	undirected	RNVU1-1	CDK8
RNVU1-1	RNU4-2	0.22722241775553	undirected	RNVU1-1	RNU4-2
RNVU1-1	RNU4-1	0.226316785376587	undirected	RNVU1-1	RNU4-1
RNVU1-1	TMTC2	0.0341425459547709	undirected	RNVU1-1	TMTC2
RNVU1-1	ZC3H7A	0.231212649875253	undirected	RNVU1-1	ZC3H7A
RNVU1-1	OPCML	0.0233108017632879	undirected	RNVU1-1	OPCML
RNVU1-1	SCARNA2	0.0348063129948107	undirected	RNVU1-1	SCARNA2
RNVU1-1	GPHN	0.155572041362045	undirected	RNVU1-1	GPHN
RNVU1-1	PEAK1	0.0499323413485641	undirected	RNVU1-1	PEAK1
RNVU1-1	CAMK1D	0.127196434112244	undirected	RNVU1-1	CAMK1D
MT-ATP6	RPL12	0.0236771427828285	undirected	MT-ATP6	RPL12
MT-ATP6	ATP5MG	0.0391121395239324	undirected	MT-ATP6	ATP5MG
MT-ATP6	ATP5MGL	0.0391121395239324	undirected	MT-ATP6	ATP5MGL
MT-ATP6	RPL11	0.0290633287156436	undirected	MT-ATP6	RPL11
MT-ATP6	NDUFB4	0.0213308365668301	undirected	MT-ATP6	NDUFB4
MT-ATP6	RPL37A	0.0228162713889332	undirected	MT-ATP6	RPL37A
MT-ATP6	RPS18	0.028089322870919	undirected	MT-ATP6	RPS18
MT-ATP6	RPL17	0.0298177962696394	undirected	MT-ATP6	RPL17
MT-ATP6	RPS6	0.0229618813062604	undirected	MT-ATP6	RPS6
MT-ATP6	RPL14	0.0272224880605403	undirected	MT-ATP6	RPL14
MT-ATP6	RPL19	0.0259388173555003	undirected	MT-ATP6	RPL19
MT-ATP6	RPSA	0.0203762234391319	undirected	MT-ATP6	RPSA
ZIC1	IGFBPL1	0.0547040633284383	undirected	ZIC1	IGFBPL1
ZIC1	EOMES	0.134639125939032	undirected	ZIC1	EOMES
ZIC1	SAMD3	0.13884447435738	undirected	ZIC1	SAMD3
ZIC1	COL6A3	0.138856310485524	undirected	ZIC1	COL6A3
ZIC1	ISL1	0.140273800521209	undirected	ZIC1	ISL1
ZIC1	ECEL1	0.0363201817725675	undirected	ZIC1	ECEL1
ZIC1	EBF3	0.129268558869532	undirected	ZIC1	EBF3
ZIC1	ZIC4	0.138444218971493	undirected	ZIC1	ZIC4
ZIC1	PRDM12	0.143704444957682	undirected	ZIC1	PRDM12
ZIC1	POSTN	0.118844809093344	undirected	ZIC1	POSTN
ZIC1	GLP1R	0.0926837886784368	undirected	ZIC1	GLP1R
ZIC1	SCN5A	0.119120263898625	undirected	ZIC1	SCN5A
ZIC1	SIX3	0.120827634815795	undirected	ZIC1	SIX3
ZIC1	PLD5	0.137889987811893	undirected	ZIC1	PLD5
ZIC1	BAIAP3	0.0424113510806041	undirected	ZIC1	BAIAP3
ZIC1	C1orf115	0.133781035278083	undirected	ZIC1	C1orf115
ZIC1	SP8	0.146447345876201	undirected	ZIC1	SP8
ZIC1	IRS4	0.0257725093325405	undirected	ZIC1	IRS4
ZIC1	DUOX2	0.139914815571497	undirected	ZIC1	DUOX2
ZIC1	CXCL6	0.0350373278554879	undirected	ZIC1	CXCL6
ZIC1	TMEM212	0.0423084723703507	undirected	ZIC1	TMEM212
ZIC1	ZIC3	0.124584037747752	undirected	ZIC1	ZIC3
ZIC1	CACNG5	0.137281749205171	undirected	ZIC1	CACNG5
ZIC1	DRD2	0.0643599048297833	undirected	ZIC1	DRD2
ZIC1	RET	0.0888558089611636	undirected	ZIC1	RET
ZIC1	NGB	0.04902211779349	undirected	ZIC1	NGB
ZIC1	QRFPR	0.0873794369819128	undirected	ZIC1	QRFPR
ZIC1	ASB4	0.047546769363142	undirected	ZIC1	ASB4
ZIC1	CROCC2	0.027522544418933	undirected	ZIC1	CROCC2
ZIC1	SLC10A4	0.124097968810743	undirected	ZIC1	SLC10A4
ZIC1	PRKCD	0.125465335427595	undirected	ZIC1	PRKCD
ZIC1	ANO2	0.0740357997195656	undirected	ZIC1	ANO2
ZIC1	DGKK	0.0270405699235002	undirected	ZIC1	DGKK
ZIC1	TOP2A	0.0213269715555591	undirected	ZIC1	TOP2A
ZIC1	ARHGAP36	0.0420677457833096	undirected	ZIC1	ARHGAP36
ZIC1	ADGRD1	0.111518500488545	undirected	ZIC1	ADGRD1
ZIC1	GABRQ	0.0289328904734613	undirected	ZIC1	GABRQ
ZIC1	CCDC153	0.0444958958970635	undirected	ZIC1	CCDC153
ZIC1	SOST	0.0951339179832416	undirected	ZIC1	SOST
ZIC1	LRRC71	0.0273953707979341	undirected	ZIC1	LRRC71
ZIC1	SLC14A2	0.0461028068444853	undirected	ZIC1	SLC14A2
ZIC1	EBF2	0.1221526250986	undirected	ZIC1	EBF2
ZIC1	C11orf97	0.0200456911535898	undirected	ZIC1	C11orf97
ZIC1	PEG10	0.0231457357721243	undirected	ZIC1	PEG10
ZIC1	NPFFR1	0.0618136064575121	undirected	ZIC1	NPFFR1
ZIC1	DNAH12	0.0313213972881181	undirected	ZIC1	DNAH12
ZIC1	DNAH10	0.0401698298081613	undirected	ZIC1	DNAH10
ZIC1	MYO3B	0.022146255266551	undirected	ZIC1	MYO3B
ZIC1	AK7	0.050929523002908	undirected	ZIC1	AK7
ZIC1	SLITRK6	0.0296352562298996	undirected	ZIC1	SLITRK6
ZIC1	LHX1	0.0611837563616406	undirected	ZIC1	LHX1
ZIC1	STYK1	0.0223870642154768	undirected	ZIC1	STYK1
ZIC1	SLC5A7	0.0586990259065592	undirected	ZIC1	SLC5A7
ZIC1	ANO1	0.149378737444544	undirected	ZIC1	ANO1
ZIC1	ZIC5	0.12205977628411	undirected	ZIC1	ZIC5
ZIC1	COL9A1	0.0355125460040647	undirected	ZIC1	COL9A1
ZIC1	NME9	0.028830943490388	undirected	ZIC1	NME9
ZIC1	CORIN	0.0698257939762973	undirected	ZIC1	CORIN
ZIC1	CRYGN	0.0282386756106071	undirected	ZIC1	CRYGN
ZIC1	CALB2	0.0654522682285406	undirected	ZIC1	CALB2
ZIC1	CNGB1	0.0343461132057212	undirected	ZIC1	CNGB1
ZIC1	WDR49	0.0264880786555065	undirected	ZIC1	WDR49
ZIC1	NKX2-1	0.0414681627908727	undirected	ZIC1	NKX2-1
ZIC1	LRRC74B	0.0425435889460126	undirected	ZIC1	LRRC74B
ZIC1	DNAH11	0.0229094296861664	undirected	ZIC1	DNAH11
ZIC1	FRMPD2	0.0324086962983496	undirected	ZIC1	FRMPD2
ZIC1	ANKRD66	0.039815321117961	undirected	ZIC1	ANKRD66
ZIC1	CHN2	0.021322949860143	undirected	ZIC1	CHN2
ZIC1	LRRC36	0.0331662352997684	undirected	ZIC1	LRRC36
ZIC1	CNMD	0.0334003181935744	undirected	ZIC1	CNMD
ZIC1	ACAP1	0.0260256310149527	undirected	ZIC1	ACAP1
ZIC1	CFAP161	0.055785677534829	undirected	ZIC1	CFAP161
ZIC1	DNAH6	0.0271143258460456	undirected	ZIC1	DNAH6
ZIC1	VAX1	0.0362688939493273	undirected	ZIC1	VAX1
ZIC1	RARRES2	0.0261217219836694	undirected	ZIC1	RARRES2
ZIC1	SLC6A19	0.0228805985429702	undirected	ZIC1	SLC6A19
ZIC1	CALCR	0.0718393733278131	undirected	ZIC1	CALCR
ZIC1	SNTN	0.0200324804643365	undirected	ZIC1	SNTN
ZIC1	CHST3	0.0233919087934158	undirected	ZIC1	CHST3
ZIC1	RGS22	0.0344316317026266	undirected	ZIC1	RGS22
ZIC1	ALDH3B2	0.0208855848934241	undirected	ZIC1	ALDH3B2
ZIC1	CCDC187	0.0681440926117504	undirected	ZIC1	CCDC187
ZIC1	CES1	0.0422853469116602	undirected	ZIC1	CES1
ZIC1	ZFHX3	0.0845851842027604	undirected	ZIC1	ZFHX3
ZIC1	DMKN	0.0354975698420242	undirected	ZIC1	DMKN
ZIC1	HYDIN	0.0231318553220082	undirected	ZIC1	HYDIN
ZIC1	CFAP43	0.0244014069011522	undirected	ZIC1	CFAP43
ZIC1	CFAP77	0.0259961682321108	undirected	ZIC1	CFAP77
ZIC1	KIF23	0.03266936139729	undirected	ZIC1	KIF23
ZIC1	HDC	0.0252556034463315	undirected	ZIC1	HDC
ZIC1	GLRA2	0.0527426764756512	undirected	ZIC1	GLRA2
ZIC1	ZBTB7C	0.056593405485434	undirected	ZIC1	ZBTB7C
ZIC1	TRPC3	0.103726958010649	undirected	ZIC1	TRPC3
ZIC1	LRRC9	0.0392474486613702	undirected	ZIC1	LRRC9
ZIC1	PCP4	0.0457560314797798	undirected	ZIC1	PCP4
ZIC1	ENKUR	0.029321595006735	undirected	ZIC1	ENKUR
ZIC1	GPR153	0.0800106259657633	undirected	ZIC1	GPR153
ZIC1	GRID2IP	0.0459983583287347	undirected	ZIC1	GRID2IP
ZIC1	ZIC2	0.124814580345217	undirected	ZIC1	ZIC2
ZIC1	MYB	0.0215065400219716	undirected	ZIC1	MYB
ZIC1	SP9	0.0849035092207044	undirected	ZIC1	SP9
ZIC1	MLF1	0.0211688348266684	undirected	ZIC1	MLF1
ZIC1	CDHR3	0.0405101626940052	undirected	ZIC1	CDHR3
ZIC1	MC3R	0.0471288441719376	undirected	ZIC1	MC3R
ZIC1	CLDN19	0.0306598159030625	undirected	ZIC1	CLDN19
ZIC1	TTLL8	0.0415725322240074	undirected	ZIC1	TTLL8
ZIC1	MET	0.0514102326108593	undirected	ZIC1	MET
ZIC1	CACNA2D2	0.105562505328831	undirected	ZIC1	CACNA2D2
ZIC1	DNAAF3	0.0215038036258903	undirected	ZIC1	DNAAF3
ZIC1	MUSK	0.0484914793377198	undirected	ZIC1	MUSK
ZIC1	FAM167A	0.0213801957018737	undirected	ZIC1	FAM167A
ZIC1	C11orf16	0.026544400154144	undirected	ZIC1	C11orf16
ZIC1	DTHD1	0.0319344025972765	undirected	ZIC1	DTHD1
ZIC1	ZCCHC18	0.0401482019576539	undirected	ZIC1	ZCCHC18
ZIC1	ZCCHC12	0.0401482019576539	undirected	ZIC1	ZCCHC12
ZIC1	FGF16	0.0424174754034245	undirected	ZIC1	FGF16
ZIC1	COL15A1	0.0298183934235	undirected	ZIC1	COL15A1
ZIC1	DLX5	0.0256680464601416	undirected	ZIC1	DLX5
ZIC1	TTC29	0.0399314646788197	undirected	ZIC1	TTC29
ZIC1	ADGRV1	0.0223103183627852	undirected	ZIC1	ADGRV1
ZIC1	ENPP1	0.0229087894835159	undirected	ZIC1	ENPP1
ZIC1	DYNLRB2	0.0210104514656044	undirected	ZIC1	DYNLRB2
ZIC1	CHRM2	0.0397869200371059	undirected	ZIC1	CHRM2
ZIC1	DLX2	0.0204157001977364	undirected	ZIC1	DLX2
ZIC1	TOGARAM2	0.0233440480183294	undirected	ZIC1	TOGARAM2
ZIC1	ARHGAP25	0.0449337800290337	undirected	ZIC1	ARHGAP25
ZIC1	LRRC23	0.0224120709541064	undirected	ZIC1	LRRC23
ZIC1	CFAP206	0.0322202331722867	undirected	ZIC1	CFAP206
ZIC1	MOB3B	0.0535622346857317	undirected	ZIC1	MOB3B
ZIC1	CCDC40	0.0273627783061462	undirected	ZIC1	CCDC40
ZIC1	CFAP46	0.0253346881268562	undirected	ZIC1	CFAP46
ZIC1	ZNF521	0.0888139000233556	undirected	ZIC1	ZNF521
ZIC1	STK33	0.022198620344136	undirected	ZIC1	STK33
ZIC1	DCX	0.0227736047946223	undirected	ZIC1	DCX
ZIC1	IGSF1	0.0309323653525972	undirected	ZIC1	IGSF1
ZIC1	DNAH3	0.0334322228909302	undirected	ZIC1	DNAH3
ZIC1	MAP3K15	0.0307604922276025	undirected	ZIC1	MAP3K15
ZIC1	SLC18A2	0.0603461815425795	undirected	ZIC1	SLC18A2
ZIC1	NHS	0.0371838585719898	undirected	ZIC1	NHS
ZIC1	AIF1L	0.0213782906592944	undirected	ZIC1	AIF1L
ZIC1	CCDC81	0.0226616205251955	undirected	ZIC1	CCDC81
ZIC1	CCDC190	0.0355040978029543	undirected	ZIC1	CCDC190
ZIC1	PLCB4	0.0539406803306849	undirected	ZIC1	PLCB4
ZIC1	KIAA1614	0.033716109826609	undirected	ZIC1	KIAA1614
ZIC1	VAT1L	0.0275587723498318	undirected	ZIC1	VAT1L
ZIC1	ANKRD63	0.0438000052617005	undirected	ZIC1	ANKRD63
ZIC1	WHRN	0.0620466720330412	undirected	ZIC1	WHRN
ZIC1	FGD5	0.0219952338178439	undirected	ZIC1	FGD5
ZIC1	PNOC	0.0263531175315183	undirected	ZIC1	PNOC
ZIC1	DDO	0.0245431559407281	undirected	ZIC1	DDO
ZIC1	SV2C	0.0389301584566672	undirected	ZIC1	SV2C
ZIC1	TMEM158	0.0391766326907125	undirected	ZIC1	TMEM158
ZIC1	IQCK	0.0205912021709141	undirected	ZIC1	IQCK
ZIC1	NDNF	0.0342405440498389	undirected	ZIC1	NDNF
ZIC1	LRGUK	0.030232073382901	undirected	ZIC1	LRGUK
ZIC1	RND3	0.0201932892669966	undirected	ZIC1	RND3
ZIC1	USP29	0.0302103637005121	undirected	ZIC1	USP29
ZIC1	CFAP54	0.0275607437059713	undirected	ZIC1	CFAP54
ZIC1	KCNN3	0.0310445390622235	undirected	ZIC1	KCNN3
ZIC1	GABRG1	0.0410911380136689	undirected	ZIC1	GABRG1
ZIC1	TFRC	0.0280835305977675	undirected	ZIC1	TFRC
ZIC1	RTL8A	0.0289978853165419	undirected	ZIC1	RTL8A
ZIC1	RTL8B	0.0289978853165419	undirected	ZIC1	RTL8B
ZIC1	EDNRB	0.0519262678692381	undirected	ZIC1	EDNRB
ZIC1	SLC32A1	0.0861022754492063	undirected	ZIC1	SLC32A1
ZIC1	GPR37	0.0205346264590103	undirected	ZIC1	GPR37
ZIC1	C3orf58	0.0289539163756053	undirected	ZIC1	C3orf58
ZIC1	PATJ	0.0256984010328426	undirected	ZIC1	PATJ
ZIC1	VAT1	0.0241712608086791	undirected	ZIC1	VAT1
ZIC1	LZTS1	0.0392185416902577	undirected	ZIC1	LZTS1
ZIC1	CLIC4	0.0217991716002167	undirected	ZIC1	CLIC4
ZIC1	KLHL13	0.0646994814410446	undirected	ZIC1	KLHL13
ZIC1	ACOT6	0.0263712702282921	undirected	ZIC1	ACOT6
ZIC1	KCNIP1	0.0248407106906898	undirected	ZIC1	KCNIP1
ZIC1	MCM7	0.023621983743591	undirected	ZIC1	MCM7
ZIC1	PLEKHA7	0.0207194460850376	undirected	ZIC1	PLEKHA7
ZIC1	MAP3K1	0.0240467378155466	undirected	ZIC1	MAP3K1
ZIC1	ID4	0.0385263892718477	undirected	ZIC1	ID4
ZIC1	BUD13	0.0240225335707562	undirected	ZIC1	BUD13
ZIC1	GAD2	0.0542566480528326	undirected	ZIC1	GAD2
ZIC1	AMOTL1	0.0303174014502192	undirected	ZIC1	AMOTL1
ZIC1	DBNDD2	0.02068642715916	undirected	ZIC1	DBNDD2
ZIC1	MYO10	0.083947648290596	undirected	ZIC1	MYO10
ZIC1	SRGAP1	0.0403975404609098	undirected	ZIC1	SRGAP1
ZIC1	RGS2	0.0322951253305393	undirected	ZIC1	RGS2
GPR88	LAMC2	0.0310476293738022	undirected	GPR88	LAMC2
GPR88	CPLX3	0.0433671946946093	undirected	GPR88	CPLX3
GPR88	VILL	0.0265104702387342	undirected	GPR88	VILL
GPR88	TSHZ2	0.022247019789117	undirected	GPR88	TSHZ2
GPR88	RXFP1	0.0251780796229006	undirected	GPR88	RXFP1
GPR88	ATP6AP1L	0.0302537998935147	undirected	GPR88	ATP6AP1L
GPR88	ANKRD34C	0.0248012855109827	undirected	GPR88	ANKRD34C
GPR88	USP43	0.0248979452783625	undirected	GPR88	USP43
GPR88	RASGEF1C	0.025004433597234	undirected	GPR88	RASGEF1C
GPR88	DKKL1	0.0212589785389317	undirected	GPR88	DKKL1
GPR88	SOWAHB	0.0282694462251689	undirected	GPR88	SOWAHB
GPR88	TNNT2	0.0200016538320792	undirected	GPR88	TNNT2
GPR88	VWC2L	0.0272394909993376	undirected	GPR88	VWC2L
GPR88	OVOL2	0.0215213914390485	undirected	GPR88	OVOL2
GPR88	FOXP2	0.0218256430434466	undirected	GPR88	FOXP2
GPR88	SEMA3A	0.0304936874483753	undirected	GPR88	SEMA3A
GPR88	KLF5	0.0272210879963082	undirected	GPR88	KLF5
GPR88	SLC17A6	0.0255960850654455	undirected	GPR88	SLC17A6
GPR88	PLXDC1	0.0250975799442306	undirected	GPR88	PLXDC1
GPR88	GPR6	0.0236497778819931	undirected	GPR88	GPR6
GPR88	UNC13C	0.0311714605588158	undirected	GPR88	UNC13C
GPR88	DRD1	0.0320553141028802	undirected	GPR88	DRD1
GPR88	PLCH1	0.0278841913023362	undirected	GPR88	PLCH1
GPR88	FHOD3	0.0339195364265091	undirected	GPR88	FHOD3
GPR88	SATB2	0.036498474582681	undirected	GPR88	SATB2
GPR88	PTGER3	0.0241953459864958	undirected	GPR88	PTGER3
GPR88	SCN4B	0.0263119810729295	undirected	GPR88	SCN4B
GPR88	CCKBR	0.0290915921698668	undirected	GPR88	CCKBR
GPR88	HRH1	0.0277203732066453	undirected	GPR88	HRH1
GPR88	ZDHHC22	0.0416799920387532	undirected	GPR88	ZDHHC22
GPR88	COBL	0.0468411409491164	undirected	GPR88	COBL
GPR88	SYNDIG1L	0.024565014121402	undirected	GPR88	SYNDIG1L
GPR88	ATP2B4	0.041318754755461	undirected	GPR88	ATP2B4
GPR88	EVPL	0.0253408350612531	undirected	GPR88	EVPL
GPR88	DDIT4L	0.0232672331897745	undirected	GPR88	DDIT4L
GPR88	NECAB1	0.0333283696057712	undirected	GPR88	NECAB1
GPR88	CHRM2	0.0210927378810428	undirected	GPR88	CHRM2
GPR88	CHODL	0.0203427309777042	undirected	GPR88	CHODL
GPR88	RIMS3	0.0506200402486179	undirected	GPR88	RIMS3
GPR88	GNG4	0.0467566450603052	undirected	GPR88	GNG4
GPR88	GSG1L	0.0301183290260646	undirected	GPR88	GSG1L
GPR88	CDH7	0.0323429315260305	undirected	GPR88	CDH7
GPR88	MEF2C	0.0359625955204132	undirected	GPR88	MEF2C
GPR88	TRIM66	0.0267984159304379	undirected	GPR88	TRIM66
GPR88	GRM4	0.0275199047726468	undirected	GPR88	GRM4
GPR88	CUX2	0.043030066653188	undirected	GPR88	CUX2
GPR88	KLHDC8A	0.0209698002146477	undirected	GPR88	KLHDC8A
GPR88	CHRNA4	0.0202063166889814	undirected	GPR88	CHRNA4
GPR88	RND1	0.0208216533688445	undirected	GPR88	RND1
GPR88	RASGEF1B	0.0286246608712238	undirected	GPR88	RASGEF1B
GPR88	LAMP5	0.0240603804227994	undirected	GPR88	LAMP5
GPR88	DPP10	0.0499037424778554	undirected	GPR88	DPP10
GPR88	MEIS2	0.0492106507338885	undirected	GPR88	MEIS2
GPR88	CBLN2	0.0212358369767979	undirected	GPR88	CBLN2
GPR88	OLFM2	0.0404214456949357	undirected	GPR88	OLFM2
GPR88	RGS6	0.0313687186594015	undirected	GPR88	RGS6
GPR88	PLXND1	0.0262885182648619	undirected	GPR88	PLXND1
GPR88	LGI2	0.0378391145130456	undirected	GPR88	LGI2
GPR88	KCNJ18	0.0225431020340724	undirected	GPR88	KCNJ18
GPR88	KCNJ12	0.0225431020340724	undirected	GPR88	KCNJ12
GPR88	HIVEP1	0.027539886704994	undirected	GPR88	HIVEP1
GPR88	CABYR	0.0228669718840491	undirected	GPR88	CABYR
GPR88	DEPTOR	0.0227721555963154	undirected	GPR88	DEPTOR
GPR88	GABRA3	0.0281060897015434	undirected	GPR88	GABRA3
GPR88	RNF144B	0.0227811437748404	undirected	GPR88	RNF144B
GPR88	TMEM44	0.0287292738107386	undirected	GPR88	TMEM44
GPR88	GUCY1A1	0.0247696069445466	undirected	GPR88	GUCY1A1
GPR88	NECAB3	0.0311358217801931	undirected	GPR88	NECAB3
GPR88	CIT	0.0353295024571572	undirected	GPR88	CIT
GPR88	RORB	0.020658657331018	undirected	GPR88	RORB
GPR88	KCNT1	0.0487059839544696	undirected	GPR88	KCNT1
GPR88	GPR83	0.0216330417865353	undirected	GPR88	GPR83
GPR88	TBR1	0.029504216534795	undirected	GPR88	TBR1
GPR88	HRASLS	0.0249898637008392	undirected	GPR88	HRASLS
GPR88	STMN1	0.0226645904705148	undirected	GPR88	STMN1
GPR88	DOK5	0.0203546640300529	undirected	GPR88	DOK5
GPR88	FNBP1L	0.0360505341551056	undirected	GPR88	FNBP1L
GPR88	SATB1	0.0351764962921525	undirected	GPR88	SATB1
GPR88	TM6SF1	0.0222170329058823	undirected	GPR88	TM6SF1
GPR88	PITPNM3	0.0441413976604814	undirected	GPR88	PITPNM3
GPR88	DPY19L1	0.0207187185930905	undirected	GPR88	DPY19L1
GPR88	GARNL3	0.0244726804740127	undirected	GPR88	GARNL3
GPR88	ARPP19	0.0280757685057359	undirected	GPR88	ARPP19
GPR88	CAMK2N1	0.0229003977609971	undirected	GPR88	CAMK2N1
GPR88	GRIK3	0.0311670095849931	undirected	GPR88	GRIK3
GPR88	LZTS1	0.0297082684430089	undirected	GPR88	LZTS1
GPR88	STX1A	0.0267376269218444	undirected	GPR88	STX1A
GPR88	PLEKHA7	0.023672348654162	undirected	GPR88	PLEKHA7
GPR88	SLC35F1	0.0263987757609451	undirected	GPR88	SLC35F1
GPR88	ASAP1	0.0291064793277352	undirected	GPR88	ASAP1
GPR88	PRRG3	0.0268699635035872	undirected	GPR88	PRRG3
GPR88	NGEF	0.0316107360638617	undirected	GPR88	NGEF
GPR88	HS6ST2	0.0258977992483874	undirected	GPR88	HS6ST2
GPR88	ELMO1	0.0221887776259918	undirected	GPR88	ELMO1
GPR88	ARPP21	0.0263469961463053	undirected	GPR88	ARPP21
GPR88	GRIA4	0.0264842641551975	undirected	GPR88	GRIA4
GPR88	CDS1	0.0232189370868478	undirected	GPR88	CDS1
