"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"34","Classical antibody-mediated complement activation_Homo sapiens_R-HSA-173623","3/43",0.00387161334135207,0.0320711130734858,0.0122135981017102,0.0982273000851451,-1.64566329272683,9.14015212195553,"C1QB;C1QA;C1QC"
"35","Inositol phosphate metabolism_Homo sapiens_R-HSA-1483249","3/44",0.00413276025097228,0.0325182977642292,0.0129489437757479,0.0992752356140674,-1.62461808280027,8.91721957876569,"PLCG2;PLD4;IP6K3"
"36","Creation of C4 and C2 activators_Homo sapiens_R-HSA-166786","3/49",0.00559775866911042,0.0408226790747321,0.0170004699586564,0.123979037015567,-1.6267909835433,8.4355440697644,"C1QB;C1QA;C1QC"
"37","DNA Damage Bypass_Homo sapiens_R-HSA-73893","3/46",0.00468655872393465,0.0350320264614115,0.0144942950259505,0.10834485531898,-1.56029044235607,8.36792613174772,"UBA7;TRIM25;ISG15"
"38","Role of phospholipids in phagocytosis_Homo sapiens_R-HSA-2029485","3/60",0.0098057834861315,0.0698078395798409,0.0281431270891199,0.200352261896354,-1.67956641960341,7.76763008321656,"FCGR2A;PLCG2;PLD4"
"39","Signaling by the B Cell Receptor (BCR)_Homo sapiens_R-HSA-983705","5/233",0.0290189745580155,0.163710818732955,0.104187243004919,0.494475962832868,-2.00903316731415,7.11158638984612,"CD86;IGHM;PLCG2;PTPN6;CD22"
"40","Peptide ligand-binding receptors_Homo sapiens_R-HSA-375276","5/193",0.0141118124465425,0.0879293663047981,0.0565711902946246,0.325284344194091,-1.62759927067721,6.93478231353335,"C3;CX3CR1;C3AR1;BDKRB2;CXCL16"
"41","Integrin cell surface interactions_Homo sapiens_R-HSA-216083","3/67",0.0132267667590098,0.0879293663047981,0.0368306444767631,0.22474209588882,-1.57176607946442,6.79869416612487,"ITGAM;ITGB2;ITGAX"
"42","Cell-Cell communication_Homo sapiens_R-HSA-1500931","4/131",0.0159960008377913,0.095656085009992,0.0530342630616201,0.317144893108488,-1.62862901691352,6.73505936693882,"TYROBP;PTPN6;FLNC;SKAP2"
"43","Semaphorin interactions_Homo sapiens_R-HSA-373755","3/67",0.0132267667590098,0.0879293663047981,0.0368306444767631,0.22474209588882,-1.49178723854679,6.45274467258102,"TYROBP;PTPRC;TREM2"
"44","Growth hormone receptor signaling_Homo sapiens_R-HSA-982772","2/24",0.0133206150394828,0.0879293663047981,0.0299837238851089,0.208491475387152,-1.32647156019254,5.72829108205038,"STAT1;PTPN6"
"45","Synthesis of IP3 and IP4 in the cytosol_Homo sapiens_R-HSA-1855204","2/25",0.0144098292606525,0.0879293663047981,0.0321651940964559,0.209073761626964,-1.27547144638542,5.40780087454942,"PLCG2;PLD4"
"46","Amino acid synthesis and interconversion (transamination)_Homo sapiens_R-HSA-70614","2/25",0.0144098292606525,0.0879293663047981,0.0321651940964559,0.209073761626964,-1.25183768018899,5.30759737578187,"ASPG;NAALAD2"
"47","NS1 Mediated Effects on Host Pathways_Homo sapiens_R-HSA-168276","2/39",0.0332965569818395,0.184364269214259,0.0684267956710611,0.3860304133141,-1.47591217512584,5.02149788448742,"EIF2AK2;ISG15"
"48","ROS, RNS production in response to bacteria_Homo sapiens_R-HSA-1222556","2/34",0.0258141351464272,0.148431277091956,0.0543527166492251,0.318656123100359,-1.36499742713886,4.99156772273088,"SLC11A1;CYBB"
"49","Host Interactions with Influenza Factors_Homo sapiens_R-HSA-168253","2/41",0.0364987754628341,0.198420615697953,0.0743584232290292,0.41172534343481,-1.47026783888819,4.86728722920563,"EIF2AK2;ISG15"
"50","Interleukin-6 family signaling_Homo sapiens_R-HSA-6783589","2/27",0.0166991039484247,0.0979025898152742,0.0367084543387023,0.22474209588882,-1.14007036528263,4.66562421002927,"STAT1;OSMR"
"51","Extracellular matrix organization_Homo sapiens_R-HSA-1474244","5/283",0.058143660025568,0.270099625515402,0.184007554663892,0.550182588445037,-1.62356331372299,4.61877531474376,"MMP12;ITGAM;ITGB2;ITGAX;CTSS"
"52","Platelet degranulation_Homo sapiens_R-HSA-114608","3/105",0.0423785724428932,0.222301634393422,0.103958133038607,0.494475962832868,-1.45849908612568,4.61047956316457,"LGALS3BP;PROS1;PLEK"
"53","Antigen Presentation: Folding, assembly and peptide loading of class I MHC_Homo sapiens_R-HSA-983170","2/25",0.0144098292606525,0.0879293663047981,0.0321651940964559,0.209073761626964,-1.0704278251697,4.53844776023747,"TAP2;TAP1"
"54","C-type lectin receptors (CLRs)_Homo sapiens_R-HSA-5621481","3/123",0.0622937227451095,0.282209440921026,0.145551853617518,0.526793422429295,-1.61839215860589,4.49248608089795,"FCER1G;CLEC7A;PLCG2"
"55","Response to elevated platelet cytosolic Ca2+_Homo sapiens_R-HSA-76005","3/110",0.0475331942185094,0.245041811574729,0.114982179660609,0.500248239162563,-1.44126870254834,4.39057574315993,"LGALS3BP;PROS1;PLEK"
"56","BMAL1:CLOCK,NPAS2 activates circadian gene expression_Homo sapiens_R-HSA-1368108","2/42",0.0381426740804447,0.203654634822374,0.0773842078942458,0.420688693825082,-1.34328263868326,4.38772738430901,"DBP;BHLHE41"
"57","Class I MHC mediated antigen processing & presentation_Homo sapiens_R-HSA-983169","5/305",0.0748490171053521,0.304367018256817,0.224773768797049,0.62229034139183,-1.62390038119541,4.20960821469399,"UBA7;TAP2;TAP1;CYBB;CTSS"
"58","Regulation of IFNG signaling_Homo sapiens_R-HSA-877312","2/14",0.0046078705382058,0.0350320264614115,0.0118453473225822,0.0982273000851451,-0.774632997279033,4.16751735375046,"STAT1;PTPN6"
"59","Fcgamma receptor (FCGR) dependent phagocytosis_Homo sapiens_R-HSA-2029480","3/120",0.0587173098946526,0.270099625515402,0.138270506147936,0.510405942447321,-1.41219025993663,4.00358863076251,"FCGR2A;PLCG2;PLD4"
"60","DAP12 signaling_Homo sapiens_R-HSA-2424491","5/344",0.110161689684884,0.336371790883808,0.302618627157493,0.715711542796794,-1.76871314097812,3.90143821114362,"APBB1IP;CD86;TYROBP;PLCG2;TREM2"
"61","Class A/1 (Rhodopsin-like receptors)_Homo sapiens_R-HSA-373076","5/323",0.0902636461932398,0.310803682283615,0.25999162920605,0.675978235935731,-1.49483635330447,3.59511205716332,"C3;CX3CR1;C3AR1;BDKRB2;CXCL16"
"62","ER-Phagosome pathway_Homo sapiens_R-HSA-1236974","2/65",0.0827032408278411,0.305811400639249,0.15551821576666,0.527458589669077,-1.37060342274361,3.41622422031455,"TAP2;TAP1"
"63","Chemokine receptors bind chemokines_Homo sapiens_R-HSA-380108","2/56",0.0638661791420274,0.282513903868323,0.12329963942996,0.503705652334369,-1.23937679599464,3.4094826035508,"CX3CR1;CXCL16"
"64","Trafficking and processing of endosomal TLR_Homo sapiens_R-HSA-1679131","2/13",0.0039686661662842,0.0320711130734858,0.0104353129257307,0.0903742010159476,-0.615948239991965,3.40577813698767,"UNC93B1;CTSS"
"65","DAP12 interactions_Homo sapiens_R-HSA-2172127","5/359",0.125575422208509,0.357590964193755,0.33374483631944,0.725146453550101,-1.61545232695769,3.35181920435923,"APBB1IP;CD86;TYROBP;PLCG2;TREM2"
"66","G alpha (i) signalling events_Homo sapiens_R-HSA-418594","4/240",0.101099423250253,0.332183819250831,0.252634764923948,0.668476059400534,-1.43753876199887,3.29433693693651,"C3;C3AR1;BDKRB2;CXCL16"
"67","Circadian Clock_Homo sapiens_R-HSA-400253","2/63",0.0783821418253342,0.304367018256817,0.148218926381152,0.527458589669077,-1.26410048260847,3.21860102347522,"DBP;BHLHE41"
"68","Dectin-2 family_Homo sapiens_R-HSA-5621480","2/10",0.00232296700479776,0.0210474889222585,0.00669457873080527,0.0625524700159617,-0.515914895511021,3.12897742389415,"FCER1G;PLCG2"
"69","Cytosolic sensors of pathogen-associated DNA_Homo sapiens_R-HSA-1834949","2/66",0.0848907901440056,0.305811400639249,0.159193829547067,0.527458589669077,-1.159824165281,2.86057834075058,"IFI16;IRF7"
"70","Signaling by Interleukins_Homo sapiens_R-HSA-449147","5/392",0.162710399400029,0.419400081212144,0.403009771135715,0.821638348769371,-1.46235843102735,2.65532608956289,"APBB1IP;CSF3R;STAT1;PTPN6;OSMR"
"71","Costimulation by the CD28 family_Homo sapiens_R-HSA-388841","2/72",0.0983707002174859,0.326809326278092,0.181564832436703,0.548362473722972,-1.1376053753205,2.63812083661981,"CD86;PTPN6"
"72","DNA Repair_Homo sapiens_R-HSA-73894","4/285",0.158490479062858,0.415689940699953,0.359044110252288,0.745515201148847,-1.33959786160885,2.46762065032489,"UBA7;EYA4;TRIM25;ISG15"
"73","SLC-mediated transmembrane transport_Homo sapiens_R-HSA-425407","4/268",0.135541559928659,0.373030488179457,0.318360374853994,0.721134485464728,-1.21465578801207,2.42746161924356,"SLC14A1;SLC11A1;APOD;SLC15A3"
"74","CLEC7A (Dectin-1) signaling_Homo sapiens_R-HSA-5607764","2/99",0.164869462099994,0.421333069811095,0.28581398654492,0.715711542796794,-1.14012048629875,2.05518262171638,"CLEC7A;PLCG2"
"75","Signaling by SCF-KIT_Homo sapiens_R-HSA-1433557","4/325",0.217388889024693,0.488077086907333,0.45409759278783,0.864810065245612,-1.34549299746979,2.05331301926194,"APBB1IP;CD86;STAT1;PTPN6"
"76","Biological oxidations_Homo sapiens_R-HSA-211859","3/199",0.180663971158712,0.432250074666272,0.355227546026588,0.74274850532832,-1.09468067986762,1.873126158345,"SULT1C2;HPGDS;CYP2E1"
"77","GPCR ligand binding_Homo sapiens_R-HSA-500792","5/447",0.232778609259352,0.504353653395262,0.516050933955048,0.907219851793627,-1.16684505247049,1.70087205447996,"C3;CX3CR1;C3AR1;BDKRB2;CXCL16"
"78","Activation of C3 and C5_Homo sapiens_R-HSA-174577","3/6",7.65578858056809e-06,0.000127171154754992,8.93992559120221e-05,0.00167064859485591,-0.1439876226648,1.69618118113591,"C4B;C3;C4A"
"79","Phase II conjugation_Homo sapiens_R-HSA-156580","2/100",0.16746836138258,0.423406929042728,0.289703695783132,0.715711542796794,-0.947639249433961,1.69339422238772,"SULT1C2;HPGDS"
"80","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds_Homo sapiens_R-HSA-425366","2/101",0.170074384187356,0.423768673933496,0.293591171441367,0.715711542796794,-0.946118682839055,1.67606758582362,"SLC14A1;SLC11A1"
"81","MHC class II antigen presentation_Homo sapiens_R-HSA-2132295","2/103",0.175306832474576,0.426152381381287,0.30135792321905,0.715711542796794,-0.932694461267706,1.62402392922867,"HLA-DOB;CTSS"
"82","Degradation of the extracellular matrix_Homo sapiens_R-HSA-1474228","2/106",0.18320296379401,0.434743541066737,0.312982138128692,0.719858917695993,-0.942563270296337,1.59968129150017,"MMP12;CTSS"
"83","Fc epsilon receptor (FCERI) signaling_Homo sapiens_R-HSA-2454202","4/395",0.330780671042444,0.612464837637938,0.6069905229625,0.960138718446599,-1.08669858629225,1.20221437269697,"APBB1IP;CD86;FCER1G;PLCG2"
"84","Axon guidance_Homo sapiens_R-HSA-422475","5/515",0.328555939975199,0.612464837637938,0.642241292435008,0.965364669347211,-0.97654572364303,1.08694242714297,"APBB1IP;PTPRC;TYROBP;MSN;TREM2"
"85","Influenza Infection_Homo sapiens_R-HSA-168254","2/147",0.294011767726183,0.586063457000857,0.464844942703241,0.871968205935901,-0.88112206549335,1.07861278801337,"EIF2AK2;ISG15"
"86","Factors involved in megakaryocyte development and platelet production_Homo sapiens_R-HSA-983231","2/141",0.277694879496046,0.557253483015556,0.443730126265548,0.855881951388061,-0.809345856104824,1.03696007198846,"IRF7;DOCK2"
"87","Metabolism of vitamins and cofactors_Homo sapiens_R-HSA-196854","2/148",0.29672720999235,0.587162737798472,0.468319113552972,0.871968205935901,-0.827838197366455,1.00577543419201,"MTHFD1L;APOE"
"88","Phospholipid metabolism_Homo sapiens_R-HSA-1483257","2/161",0.331848499234944,0.612464837637938,0.512250486885738,0.907219851793627,-0.711537734578756,0.784880725941379,"PLD4;PIK3CG"
"89","Downstream signal transduction_Homo sapiens_R-HSA-186763","3/341",0.459395664435724,0.738767514501526,0.704894323860104,0.999919829972594,-0.896505401217758,0.697340832908961,"APBB1IP;CD86;STAT1"
"90","Infectious disease_Homo sapiens_R-HSA-5663205","3/348",0.472675486976419,0.738767514501526,0.717839585550208,0.999919829972594,-0.751687404774141,0.563274100349597,"EIF2AK2;ISG15;DOCK2"
"91","Signaling by PDGF_Homo sapiens_R-HSA-186797","3/364",0.502462977544531,0.754036402120434,0.745798592029737,0.999919829972594,-0.781416454036087,0.537796839128795,"APBB1IP;CD86;STAT1"
"92","Interleukin receptor SHC signaling_Homo sapiens_R-HSA-912526","2/245",0.539725172367946,0.7796030267537,0.73609228423424,0.999919829972594,-0.640352623204669,0.394902394824676,"APBB1IP;PTPN6"
"93","Interleukin-2 signaling_Homo sapiens_R-HSA-451927","2/252",0.554990066800204,0.797798221025293,0.750162032693767,0.999919829972594,-0.637622845073723,0.375435559497768,"APBB1IP;PTPN6"
"94","DNA Double Strand Break Response_Homo sapiens_R-HSA-5693606","1/59",0.353308689231161,0.640238170182528,0.469521341657793,0.871968205935901,-0.349548047305913,0.363674378135188,"EYA4"
"95","CD28 co-stimulation_Homo sapiens_R-HSA-389356","1/33",0.216231398047606,0.488077086907333,0.301439302663508,0.715711542796794,-0.234128049253596,0.358545136260877,"CD86"
"96","Signaling by PTK6_Homo sapiens_R-HSA-8848021","1/67",0.390483375910521,0.682775025714887,0.512676053993063,0.907219851793627,-0.371681457451759,0.349518048248501,"GPNMB"
"97","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks_Homo sapiens_R-HSA-5693565","1/58",0.348506283441816,0.635386455787212,0.463867822189601,0.871968205935901,-0.330293539948275,0.348162096435545,"EYA4"
"98","MAP2K and MAPK activation_Homo sapiens_R-HSA-5674135","1/38",0.244663608516516,0.508016798239154,0.33741241819547,0.725146453550101,-0.24653237595153,0.347085792121507,"APBB1IP"
"99","Interleukin-3, 5 and GM-CSF signaling_Homo sapiens_R-HSA-512988","2/261",0.574089514408735,0.817394118134342,0.767312406376503,0.999919829972594,-0.622181245514849,0.345291892458279,"APBB1IP;PTPN6"
"100","G beta:gamma signalling through PI3Kgamma_Homo sapiens_R-HSA-392451","1/48",0.298490756339023,0.587162737798472,0.40394928852541,0.821638348769371,-0.272724018153866,0.329727787076954,"PIK3CG"
"101","FCGR activation_Homo sapiens_R-HSA-2029481","1/49",0.303659253702367,0.589572187383166,0.410227680526795,0.823208566963166,-0.275663798659177,0.328549645429431,"FCGR2A"
"102","MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155","1/85",0.46654614498441,0.738767514501526,0.59748289104573,0.960138718446599,-0.418250788986107,0.31887370979879,"IRF7"
"103","Signaling by FGFR in disease_Homo sapiens_R-HSA-1226099","1/63",0.372169247218745,0.654580028931793,0.49155152563227,0.88538497689186,-0.322472445041801,0.318733880915278,"STAT1"
"104","Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181","1/85",0.46654614498441,0.738767514501526,0.59748289104573,0.960138718446599,-0.409085338397322,0.311885985428183,"IRF7"
"105","G-protein beta:gamma signalling_Homo sapiens_R-HSA-397795","1/51",0.313883055188717,0.597777283448576,0.422588809231927,0.831276670791751,-0.26693565512419,0.309307632459369,"PIK3CG"
"106","Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138","1/88",0.478272611069935,0.740950832693837,0.610121593661718,0.960138718446599,-0.397065221896341,0.292865140026838,"IRF7"
"107","MyD88-independent TLR3/TLR4 cascade_Homo sapiens_R-HSA-166166","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.436078865273065,0.291977575746244,"IRF7"
"108","Constitutive Signaling by Aberrant PI3K in Cancer_Homo sapiens_R-HSA-2219530","1/61",0.362808272669685,0.64957888340261,0.48065200343883,0.88092713329554,-0.285982845247126,0.28995250411841,"CD86"
"109","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling_Homo sapiens_R-HSA-6811558","1/83",0.458583448734023,0.738767514501526,0.588832730794269,0.960138718446599,-0.365371419961938,0.284848308854298,"CD86"
"110","Toll Like Receptor 3 (TLR3) Cascade_Homo sapiens_R-HSA-168164","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.418297227841682,0.280071840789877,"IRF7"
"111","TRIF-mediated TLR3/TLR4 signaling_Homo sapiens_R-HSA-937061","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.409962607687679,0.27449137729778,"IRF7"
"112","COPII (Coat Protein 2) Mediated Vesicle Transport_Homo sapiens_R-HSA-204005","1/68",0.394978381351727,0.686119811049368,0.517820028969438,0.907219851793627,-0.287522499007567,0.267086620694649,"CTSZ"
"113","Amino acid and oligopeptide SLC transporters_Homo sapiens_R-HSA-425374","1/49",0.303659253702367,0.589572187383166,0.410227680526795,0.823208566963166,-0.220930112837631,0.263315352217255,"SLC15A3"
"114","Platelet homeostasis_Homo sapiens_R-HSA-418346","1/87",0.47439251767322,0.738767514501526,0.605952944412268,0.960138718446599,-0.346367186964168,0.258293009187669,"PTPN6"
"115","Peptide hormone metabolism_Homo sapiens_R-HSA-2980736","1/81",0.450502716359183,0.738767514501526,0.579998675462641,0.960138718446599,-0.321713855149997,0.2565317881025,"CTSZ"
"116","Collagen formation_Homo sapiens_R-HSA-1474290","1/85",0.46654614498441,0.738767514501526,0.59748289104573,0.960138718446599,-0.336047446784751,0.256202017656503,"CTSS"
