"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"30","Toll-like receptor signaling pathway_Homo sapiens_hsa04620","4/106",0.00780015511711788,0.0333279355004127,0.0339237390039256,0.144946884834955,-1.03240993612575,5.01091690251117,"CD86;STAT1;IRF7;PIK3CG"
"31","Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060","6/265",0.0137177175131665,0.0524524483170293,0.0808576558165858,0.270399123603181,-1.03402504234379,4.43500271993569,"CX3CR1;CSF3R;CCL8;CSF1;OSMR;CXCL16"
"32","Toxoplasmosis_Homo sapiens_hsa05145","4/118",0.0112657270752398,0.0453847862173945,0.0467579661990011,0.183135367612754,-0.984062392358154,4.41449421320343,"STAT1;HLA-DOB;IRGM;PIK3CG"
"33","Epstein-Barr virus infection_Homo sapiens_hsa05169","5/202",0.0168673925526039,0.0621631525047367,0.0804685458103635,0.270399123603181,-1.03411324459581,4.22163594273183,"DDX58;PLCG2;EIF2AK2;VIM;PIK3CG"
"34","Proteoglycans in cancer_Homo sapiens_hsa05205","5/203",0.017194063458757,0.0621631525047367,0.081761157931338,0.270399123603181,-1.0297772010449,4.18418156082921,"PLCG2;MSN;PTPN6;FLNC;PIK3CG"
"35","Viral carcinogenesis_Homo sapiens_hsa05203","5/205",0.0178599535374013,0.0629563362193395,0.0843798683584396,0.270399123603181,-0.99025386026805,3.98596419888142,"C3;IRF7;EIF2AK2;IRF9;PIK3CG"
"36","Apoptosis_Homo sapiens_hsa04210","4/140",0.0199051502071864,0.0670066788415889,0.0763891895493416,0.270399123603181,-0.93312739845042,3.65485172363073,"PARP3;CTSZ;CTSS;PIK3CG"
"37","Rap1 signaling pathway_Homo sapiens_hsa04015","5/211",0.0199594362506861,0.0670066788415889,0.0925016612377854,0.272336268582113,-0.931132148830181,3.64450081559073,"APBB1IP;ITGAM;CSF1;ITGB2;PIK3CG"
"38","Fc epsilon RI signaling pathway_Homo sapiens_hsa04664","3/68",0.0137641176434758,0.0524524483170293,0.0443440489910779,0.178643168792628,-0.777755900332731,3.33322087418921,"FCER1G;PLCG2;PIK3CG"
"39","Legionellosis_Homo sapiens_hsa05134","3/55",0.00772021186959658,0.0333279355004127,0.0265104846652605,0.124599277926724,-0.614706732707652,2.9898803579765,"C3;ITGAM;ITGB2"
"40","Viral myocarditis_Homo sapiens_hsa05416","3/59",0.00936512174793663,0.0388377107782078,0.0314874716046062,0.138741671757796,-0.571409626370767,2.66891890804435,"CD86;ITGB2;HLA-DOB"
"41","Prion diseases_Homo sapiens_hsa05020","3/35",0.00214311208222635,0.0116222616766891,0.00849058390815026,0.046045089655738,-0.406581594486926,2.49864566924189,"C1QB;C1QA;C1QC"
"42","Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750","3/98",0.0356662810618217,0.106998843185465,0.102458025229135,0.288931631146162,-0.697916024524755,2.32653764572185,"PLCG2;BDKRB2;PIK3CG"
"43","NF-kappa B signaling pathway_Homo sapiens_hsa04064","3/93",0.0312381967504064,0.0994496508893831,0.0912922522131691,0.272336268582113,-0.54519020764316,1.88969123589713,"DDX58;PLCG2;TRIM25"
"44","Phosphatidylinositol signaling system_Homo sapiens_hsa04070","3/98",0.0356662810618217,0.106998843185465,0.102458025229135,0.288931631146162,-0.555140299825669,1.85058769367162,"PLCG2;IP6K3;PIK3CG"
"45","Amoebiasis_Homo sapiens_hsa05146","3/100",0.0375233974033855,0.107975490487293,0.107071291362285,0.290327924655427,-0.524234976146654,1.72095365702962,"ITGAM;ITGB2;PIK3CG"
"46","HIF-1 signaling pathway_Homo sapiens_hsa04066","3/103",0.0404002790506171,0.110441736220185,0.114141803060399,0.303660268519176,-0.498215285706004,1.59873229055249,"PLCG2;CYBB;PIK3CG"
"47","Primary immunodeficiency_Homo sapiens_hsa05340","3/37",0.00251711493770357,0.0126754716505787,0.00978712603705045,0.0511105470823746,-0.255620186392962,1.52979527779653,"PTPRC;TAP2;TAP1"
"48","T cell receptor signaling pathway_Homo sapiens_hsa04660","3/104",0.0413834147131456,0.110441736220185,0.116537692571452,0.30429286393657,-0.470059107264536,1.4970795411833,"PTPRC;PTPN6;PIK3CG"
"49","Thyroid hormone signaling pathway_Homo sapiens_hsa04919","3/118",0.056388983482285,0.144560848563676,0.151952436847473,0.368370890687152,-0.41255198258681,1.18628558046778,"STAT1;PLCG2;PIK3CG"
"50","Sphingolipid signaling pathway_Homo sapiens_hsa04071","3/120",0.0587173098946526,0.145248082370983,0.157271147839386,0.368370890687152,-0.338118544166533,0.95857307452032,"FCER1G;BDKRB2;PIK3CG"
"51","Phospholipase D signaling pathway_Homo sapiens_hsa04072","3/144",0.0900070151905829,0.195245986798034,0.224978375064459,0.440582651167899,-0.265559027365299,0.639430995175616,"FCER1G;PLCG2;PIK3CG"
"52","Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932","3/151",0.100215021567094,0.199928254964604,0.245750395797526,0.468254132533124,-0.180677013178317,0.415636119721735,"COX8C;CYP2E1;PIK3CG"
"53","Pathways in cancer_Homo sapiens_hsa05200","5/397",0.168691932590803,0.312967927569778,0.467193899499322,0.704511992862701,-0.107773901333367,0.191803176527749,"CSF3R;STAT1;PLCG2;BDKRB2;PIK3CG"
"54","PI3K-Akt signaling pathway_Homo sapiens_hsa04151","4/341",0.242456047670768,0.406979794304504,0.54081894638524,0.731168936466883,0.0848767109712862,-0.120264768179614,"CSF3R;CSF1;OSMR;PIK3CG"
"55","Ras signaling pathway_Homo sapiens_hsa04014","3/227",0.233635671379353,0.396899152584202,0.4753893230192,0.704511992862701,0.112391144721165,-0.163415863155878,"CSF1;PLCG2;PIK3CG"
"56","MAPK signaling pathway_Homo sapiens_hsa04010","1/255",0.849420560053088,0.849420560053088,0.946177503607843,0.952935914347899,1.56657680934332,-0.25566667629339,"FLNC"
"57","Metabolic pathways_Homo sapiens_hsa01100","7/1239",0.81243958548245,0.818242725378753,0.990932145936998,0.990932145936998,1.44018323456126,-0.299145822708895,"HPGDS;COX8C;MTHFD1L;PLCG2;PLD4;CYP2E1;B3GALT5"
"58","TNF signaling pathway_Homo sapiens_hsa04668","2/110",0.193810114135636,0.345914254343351,0.35586789819079,0.627217170561267,0.185445227347798,-0.304292695631737,"CSF1;PIK3CG"
"59","Parkinson's disease_Homo sapiens_hsa05012","2/142",0.280416587154696,0.453051504801361,0.479667739821414,0.704511992862701,0.264750863387768,-0.336625155150622,"COX8C;UBA7"
"60","HTLV-I infection_Homo sapiens_hsa05166","3/258",0.294976259634324,0.462129473427108,0.561107873930354,0.731168936466883,0.280217848259917,-0.342106874789136,"ITGB2;HLA-DOB;PIK3CG"
"61","Neurotrophin signaling pathway_Homo sapiens_hsa04722","2/120",0.22063755885771,0.379388973157769,0.395893282562264,0.677783462613338,0.265389808855049,-0.40106608352968,"PLCG2;PIK3CG"
"62","Huntington's disease_Homo sapiens_hsa05016","1/193",0.760856817211488,0.777397182803042,0.889682766771446,0.909023696483869,1.49609519685319,-0.40889791239496,"COX8C"
"63","cAMP signaling pathway_Homo sapiens_hsa04024","1/199",0.771311452094924,0.782409458599887,0.897055233692824,0.909962503242361,1.62243731040697,-0.421286985360013,"PIK3CG"
"64","Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141","1/169",0.71407417943161,0.734923060582898,0.854609041683001,0.879561130491264,1.43240168705056,-0.482387666242705,"EIF2AK2"
"65","ErbB signaling pathway_Homo sapiens_hsa04012","2/87",0.134331097470316,0.255955199233981,0.261160330713679,0.485155479340848,0.268099007239732,-0.53819472204635,"PLCG2;PIK3CG"
"66","VEGF signaling pathway_Homo sapiens_hsa04370","2/61",0.0741355995191282,0.177171517494866,0.155453042941884,0.368370890687152,0.210986826906731,-0.548958066604148,"PLCG2;PIK3CG"
"67","MicroRNAs in cancer_Homo sapiens_hsa05206","3/297",0.373242254744846,0.503682198007469,0.656377536674356,0.775517219822163,0.579637515887612,-0.571248766209919,"ST14;PLCG2;VIM"
"68","Hippo signaling pathway_Homo sapiens_hsa04390","1/153",0.677944087353189,0.708074935679998,0.825323442408499,0.862004484293321,1.48685245405109,-0.577925366507424,"ITGB2"
"69","Oxytocin signaling pathway_Homo sapiens_hsa04921","1/158",0.689696677254416,0.715053172741711,0.835051214221551,0.865751626509108,1.55725490015844,-0.578525453050922,"PIK3CG"
"70","Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080","2/277",0.606566409459651,0.668170810420396,0.824022156900896,0.862004484293321,1.17475755898509,-0.587309539715086,"C3AR1;BDKRB2"
"71","Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261","1/148",0.665749515278781,0.70052747503215,0.815029662575417,0.862004484293321,1.46339553813595,-0.595370449049442,"PIK3CG"
"72","Glioma_Homo sapiens_hsa05214","2/65",0.0827032408278411,0.185097729471835,0.171213122405162,0.377203910298872,0.240861901361917,-0.600347443709486,"PLCG2;PIK3CG"
"73","Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550","1/142",0.65050933250832,0.689637713411076,0.80188412655369,0.85655804427326,1.46380635499922,-0.629436197574695,"PIK3CG"
"74","cGMP-PKG signaling pathway_Homo sapiens_hsa04022","2/167",0.347903738945011,0.489406446498882,0.565948083093522,0.731168936466883,0.605297605991397,-0.639091038237933,"BDKRB2;PIK3CG"
"75","Insulin signaling pathway_Homo sapiens_hsa04910","1/139",0.642632421071067,0.686448267962277,0.794969649606438,0.855654355683266,1.44936304034978,-0.640882799556808,"PIK3CG"
"76","Ubiquitin mediated proteolysis_Homo sapiens_hsa04120","1/137",0.63728344392859,0.685931035068177,0.790228179306242,0.855654355683266,1.44663385377126,-0.651767509348547,"UBA7"
"77","Calcium signaling pathway_Homo sapiens_hsa04020","2/180",0.382226916218434,0.503682198007469,0.606662932480115,0.750346258593826,0.688886594176824,-0.662530361568183,"PLCG2;BDKRB2"
"78","FoxO signaling pathway_Homo sapiens_hsa04068","1/133",0.626345788327473,0.679344278109028,0.780418109962574,0.853015143447464,1.42676252232171,-0.667514673881472,"PIK3CG"
"79","Alzheimer's disease_Homo sapiens_hsa05010","2/168",0.350567738272249,0.489406446498882,0.569182851079837,0.731168936466883,0.661216105851873,-0.693087601140093,"COX8C;APOE"
"80","Oxidative phosphorylation_Homo sapiens_hsa00190","1/133",0.626345788327473,0.679344278109028,0.780418109962574,0.853015143447464,1.51272517269044,-0.707732530482791,"COX8C"
"81","Transcriptional misregulation in cancer_Homo sapiens_hsa05202","2/180",0.382226916218434,0.503682198007469,0.606662932480115,0.750346258593826,0.747147767158461,-0.718562510149961,"CD86;ITGAM"
"82","AMPK signaling pathway_Homo sapiens_hsa04152","1/124",0.600523733962251,0.666723200698248,0.756658791246893,0.840069996581196,1.43235364756958,-0.73043320375208,"PIK3CG"
"83","Prolactin signaling pathway_Homo sapiens_hsa04917","2/72",0.0983707002174859,0.199928254964604,0.199376550219075,0.407421646099849,0.326910984545029,-0.758110588045672,"STAT1;PIK3CG"
"84","Pancreatic cancer_Homo sapiens_hsa05212","2/66",0.0848907901440056,0.187025022036012,0.175195143696222,0.380038696325652,0.316907077823756,-0.781616343226955,"STAT1;PIK3CG"
"85","Focal adhesion_Homo sapiens_hsa04510","2/202",0.438460116422073,0.532955831168209,0.668960898131245,0.775517219822163,0.969726780842241,-0.799526567611109,"FLNC;PIK3CG"
"86","Inositol phosphate metabolism_Homo sapiens_hsa00562","2/71",0.0960836441221674,0.199928254964604,0.195315804679576,0.404993065585592,0.35322078420322,-0.82743246438011,"PLCG2;PIK3CG"
"87","Insulin resistance_Homo sapiens_hsa04931","1/109",0.553491033612825,0.624337885915267,0.711296406902827,0.802342346986389,1.42541300624831,-0.843145657332198,"PIK3CG"
"88","Cholinergic synapse_Homo sapiens_hsa04725","1/111",0.560066461583122,0.626741040343018,0.717795937603392,0.803247834937129,1.50807000401106,-0.87422791122473,"PIK3CG"
"89","Non-small cell lung cancer_Homo sapiens_hsa05223","2/56",0.0638661791420274,0.155260883776308,0.136197836116459,0.342926694507512,0.335250888356549,-0.922263572604067,"PLCG2;PIK3CG"
"90","Chemical carcinogenesis_Homo sapiens_hsa05204","2/82",0.12202919066013,0.23897383170942,0.240443443668469,0.46441815831855,0.442015731314126,-0.929777878602512,"HPGDS;CYP2E1"
"91","Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914","1/98",0.515542498429197,0.595089691513595,0.672817247952755,0.775517219822163,1.44514195093801,-0.957457899577445,"PIK3CG"
"92","Choline metabolism in cancer_Homo sapiens_hsa05231","1/101",0.526198824048388,0.598338985409861,0.683787217620904,0.777532239391512,1.5439070111258,-0.991305862217189,"PIK3CG"
"93","Estrogen signaling pathway_Homo sapiens_hsa04915","1/99",0.519120794724625,0.595089691513595,0.676515021546993,0.775517219822163,1.51303453643709,-0.9919737021887,"PIK3CG"
"94","Longevity regulating pathway - mammal_Homo sapiens_hsa04211","1/94",0.500962923590007,0.588061086858247,0.657604196632047,0.775517219822163,1.53672738790953,-1.06222160023313,"PIK3CG"
"95","Glycerophospholipid metabolism_Homo sapiens_hsa00564","1/95",0.50464816673651,0.588061086858247,0.661471692836491,0.775517219822163,1.56966879321554,-1.07348674324898,"PLD4"
"96","Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321","2/65",0.0827032408278411,0.185097729471835,0.171213122405162,0.377203910298872,0.436800539338395,-1.08872381111325,"STAT1;HLA-DOB"
"97","Drug metabolism - cytochrome P450_Homo sapiens_hsa00982","2/69",0.0915569434186675,0.195598924576244,0.187228617355457,0.399988409804839,0.460954865479174,-1.10204820401804,"HPGDS;CYP2E1"
"98","Prostate cancer_Homo sapiens_hsa05215","1/89",0.482124254628573,0.57125646976999,0.637602648369505,0.768392935214531,1.61541808034975,-1.17853376661959,"PIK3CG"
"99","Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623","2/64",0.0805335646781179,0.185097729471835,0.167247044090462,0.377203910298872,0.47342440356105,-1.19259452833037,"DDX58;IRF7"
"100","Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980","2/73",0.100673092925439,0.199928254964604,0.20344773913784,0.409801874549077,0.527086693334544,-1.21012606617399,"HPGDS;CYP2E1"
"101","Arachidonic acid metabolism_Homo sapiens_hsa00590","2/62",0.0762493569959926,0.179185988940583,0.159366130013591,0.368370890687152,0.490808231035053,-1.26321586685419,"HPGDS;CYP2E1"
"102","Salmonella infection_Homo sapiens_hsa05132","1/86",0.470483765726228,0.562188228537272,0.625052498921152,0.759762089205883,1.7289470063656,-1.30361536629828,"FLNC"
"103","Small cell lung cancer_Homo sapiens_hsa05222","1/86",0.470483765726228,0.562188228537272,0.625052498921152,0.759762089205883,1.75830040159418,-1.32574764503911,"PIK3CG"
"104","Bacterial invasion of epithelial cells_Homo sapiens_hsa05100","1/78",0.438156492180475,0.532955831168209,0.589448916263773,0.742074082082072,1.74964576197438,-1.44377119275469,"PIK3CG"
"105","Chronic myeloid leukemia_Homo sapiens_hsa05220","1/73",0.416964291161084,0.52492825940815,0.565522579102014,0.731168936466883,1.69732952634852,-1.48474696968669,"PIK3CG"
"106","Cardiac muscle contraction_Homo sapiens_hsa04260","1/78",0.438156492180475,0.532955831168209,0.589448916263773,0.742074082082072,1.87828387187521,-1.54992067821147,"COX8C"
"107","Melanoma_Homo sapiens_hsa05218","1/71",0.408266801198217,0.518609179900438,0.555571113825492,0.731168936466883,1.78443228606539,-1.59855581524314,"PIK3CG"
"108","Autoimmune thyroid disease_Homo sapiens_hsa05320","2/53",0.0579588091935509,0.145248082370983,0.124927545862478,0.320268799392897,0.569054591380068,-1.62068039780466,"CD86;HLA-DOB"
"109","Adherens junction_Homo sapiens_hsa04520","1/74",0.421265302302491,0.525649624996913,0.570415482350051,0.731168936466883,1.89530291243225,-1.63847510002313,"PTPN6"
"110","Central carbon metabolism in cancer_Homo sapiens_hsa05230","1/67",0.390483375910521,0.505120697278747,0.534988216203803,0.731168936466883,1.83611583721366,-1.72662803299618,"PIK3CG"
"111","Renal cell carcinoma_Homo sapiens_hsa05211","1/66",0.385955203675624,0.503885960354288,0.529697141607935,0.731168936466883,1.91180362669097,-1.82010199448703,"PIK3CG"
"112","Longevity regulating pathway - multiple species_Homo sapiens_hsa04213","1/64",0.376798385011364,0.503682198007469,0.518936034008777,0.731168936466883,1.92843192877952,-1.88223638503064,"PIK3CG"
"113","mTOR signaling pathway_Homo sapiens_hsa04150","1/60",0.358075933758965,0.494987320196217,0.496679280844166,0.714609985704362,1.87903252014405,-1.92978558235958,"PIK3CG"
"114","Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120","1/68",0.394978381351727,0.506290470641759,0.540220509450273,0.731168936466883,2.08696365261164,-1.93863113812855,"PLCG2"
"115","Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923","1/56",0.338794955935228,0.489406446498882,0.473406431160265,0.704511992862701,1.81502750840542,-1.96451354489072,"PIK3CG"
"116","Colorectal cancer_Homo sapiens_hsa05210","1/62",0.367505959815487,0.50309068285421,0.507931886140342,0.723418140866548,2.01369348657504,-2.01573888219344,"PIK3CG"
"117","Intestinal immune network for IgA production_Homo sapiens_hsa04672","2/48",0.0485741036627442,0.126832381786054,0.10670425019558,0.290327924655427,0.678453482807975,-2.05209432482823,"CD86;HLA-DOB"
"118","Acute myeloid leukemia_Homo sapiens_hsa05221","1/57",0.343668458824018,0.489406446498882,0.479322371421874,0.704511992862701,1.95727996114458,-2.09052740961086,"PIK3CG"
"119","Endometrial cancer_Homo sapiens_hsa05213","1/52",0.318938907148791,0.468441519874786,0.449071718090734,0.69581442033839,2.02853523484368,-2.31812021885888,"PIK3CG"
"120","Steroid hormone biosynthesis_Homo sapiens_hsa00140","1/58",0.348506283441816,0.489406446498882,0.485172681853454,0.705251011766361,2.2285368170834,-2.34909847265272,"CYP2E1"
"121","Type I diabetes mellitus_Homo sapiens_hsa04940","2/43",0.0398144331415695,0.110441736220185,0.0893027504733556,0.272336268582113,0.731422178391413,-2.35775825592182,"CD86;HLA-DOB"
"122","Graft-versus-host disease_Homo sapiens_hsa05332","2/41",0.0364987754628341,0.107215152922075,0.0826057906438125,0.270399123603181,0.72454978789697,-2.39860509512427,"CD86;HLA-DOB"
"123","Allograft rejection_Homo sapiens_hsa05330","2/38",0.0317392502838457,0.0994496508893831,0.0728748643699558,0.270399123603181,0.706710792831201,-2.43829441467328,"CD86;HLA-DOB"
"124","Vibrio cholerae infection_Homo sapiens_hsa05110","1/51",0.313883055188717,0.468441519874786,0.44281656800804,0.69581442033839,2.23850794123735,-2.59383704744685,"PLCG2"
"125","Malaria_Homo sapiens_hsa05144","1/49",0.303659253702367,0.465390812739497,0.430095159511171,0.69581442033839,2.27545228027753,-2.71199571185291,"ITGB2"
"126","Mineral absorption_Homo sapiens_hsa04978","1/51",0.313883055188717,0.468441519874786,0.44281656800804,0.69581442033839,2.37959355979978,-2.75731786319366,"SLC11A1"
"127","ABC transporters_Homo sapiens_hsa02010","2/44",0.04151356042319,0.110441736220185,0.0927102190917832,0.272336268582113,0.88747190378462,-2.82370054907515,"TAP2;TAP1"
"128","Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961","1/47",0.29328415943161,0.462129473427108,0.417087059794788,0.691873828600766,2.31271079769599,-2.83680185249086,"BDKRB2"
"129","Type II diabetes mellitus_Homo sapiens_hsa04930","1/48",0.298490756339023,0.462496666415409,0.423627341331515,0.694551803810973,2.3721086359386,-2.86791803864114,"PIK3CG"
"130","Glutathione metabolism_Homo sapiens_hsa00480","1/52",0.318938907148791,0.468441519874786,0.449071718090734,0.69581442033839,2.51187831025669,-2.87046327729566,"HPGDS"
